bb,sport_id,np,hgnd,roe,hr,team_count,sb,player_id,avg,sf,sac,wo,hpop,so,gidp_opp,gidp,ppa,ab,hldr,d,tpa,g,h,ibb,go,sport_code,tb,ao,slg,cs,r,ops,t,hbp,rbi,babip,go_ao,hfly,obp,sport,lob,xbh
12,1,453,8,1,3,2,2,596117,.229,1,4,1,0,21,16,2,3.36,118,15,8,135,67,27,0,47,mlb,46,28,.390,1,17,.688,1,0,15,.253,1.68,4,.298,MLB,57,12
1,1,118,2,0,0,1,0,624133,.192,0,6,0,0,9,7,0,3.47,26,2,2,34,73,5,0,12,mlb,9,6,.346,0,2,.596,1,1,1,.294,2.00,1,.250,MLB,12,3
10,1,656,18,1,5,1,4,663837,.270,2,0,0,0,39,26,6,3.95,152,17,5,166,69,41,1,33,mlb,63,41,.414,2,22,.734,1,2,13,.327,0.80,6,.319,MLB,61,11
5,1,1092,12,4,1,2,0,554430,.153,1,27,0,0,128,42,2,3.38,288,27,9,323,152,44,0,106,mlb,56,39,.194,0,13,.367,0,2,18,.269,2.72,5,.172,MLB,132,10
0,1,23,0,0,0,3,0,607455,.000,0,1,0,0,3,1,0,3.29,6,0,0,7,36,0,0,3,mlb,0,1,.000,0,1,.000,0,0,0,.000,3.00,0,.000,MLB,2,0
0,1,6,0,0,0,2,0,670280,.000,0,0,0,0,1,0,0,6.00,1,0,0,1,72,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,2,0
3,1,172,2,0,0,1,0,595881,.100,0,2,0,0,25,3,0,3.82,40,1,0,45,28,4,0,9,mlb,4,4,.100,0,2,.263,0,0,1,.267,2.25,1,.163,MLB,21,0
4,1,157,2,0,0,1,0,664141,.079,0,1,0,0,15,5,2,3.65,38,1,0,43,24,3,0,19,mlb,3,2,.079,0,0,.246,0,0,3,.130,9.50,0,.167,MLB,27,0
9,1,732,10,3,5,1,1,660636,.193,3,0,0,0,42,27,6,4.09,166,16,6,179,56,32,0,43,mlb,53,52,.319,1,17,.554,0,1,16,.221,0.83,6,.235,MLB,64,11
11,1,693,13,1,6,1,2,666801,.197,0,0,0,0,46,22,7,4.05,157,9,4,171,52,31,0,44,mlb,55,36,.350,3,15,.613,1,3,12,.238,1.22,9,.263,MLB,76,11
28,1,1570,17,2,11,2,1,644374,.203,1,0,0,0,117,43,11,3.93,365,35,17,399,146,74,0,78,mlb,132,97,.362,1,44,.630,4,5,48,.265,0.80,22,.268,MLB,156,32
52,1,3194,66,3,32,2,7,656308,.245,6,0,1,2,271,126,22,3.71,793,89,29,860,238,194,3,173,mlb,331,161,.417,4,98,.714,6,9,110,.327,1.07,37,.297,MLB,385,67
0,1,0,0,0,0,1,0,672710,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
1,1,139,0,0,0,1,0,640444,.057,0,4,0,0,14,5,0,3.39,35,2,1,41,27,2,0,16,mlb,3,7,.086,0,2,.194,0,1,0,.095,2.29,0,.108,MLB,23,1
0,1,97,2,0,1,1,1,665833,.261,0,0,0,0,5,6,0,4.22,23,3,1,23,5,6,0,6,mlb,10,6,.435,0,5,.696,0,0,9,.294,1.00,1,.261,MLB,16,2
0,1,40,0,0,0,2,0,608328,.083,0,3,0,0,5,4,0,2.67,12,1,1,15,11,1,0,8,mlb,2,1,.167,0,1,.250,0,0,0,.143,8.00,0,.083,MLB,11,1
1,1,14,0,0,0,1,0,641511,.000,0,0,0,0,0,2,1,4.67,2,0,0,3,1,0,0,1,mlb,0,1,.000,0,0,.333,0,0,0,.000,1.00,0,.333,MLB,2,0
2,1,431,6,1,0,2,0,595191,.135,0,12,0,0,40,24,4,3.08,126,9,4,140,79,17,0,66,mlb,21,18,.167,0,8,.315,0,0,7,.198,3.67,2,.148,MLB,57,4
0,1,0,0,0,0,1,0,667465,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
197,1,7907,135,11,34,5,19,592325,.258,10,6,1,4,484,233,24,4.07,1719,244,94,1943,609,443,6,415,mlb,667,406,.388,15,237,.724,14,11,169,.338,1.02,60,.336,MLB,632,142
66,1,3012,79,3,13,1,18,663647,.275,3,0,1,0,167,106,16,3.99,681,84,42,754,182,187,2,193,mlb,280,137,.411,4,95,.752,6,4,71,.345,1.41,24,.341,MLB,244,61
9,1,490,8,0,1,4,2,623168,.184,0,5,0,0,20,24,2,3.45,125,13,6,142,49,23,0,36,mlb,32,51,.256,0,13,.511,0,3,6,.212,0.71,2,.255,MLB,56,7
2,1,165,1,0,0,1,0,656605,.079,0,3,0,0,17,5,1,3.84,38,2,0,43,33,3,0,20,mlb,3,1,.079,0,2,.204,0,0,0,.143,20.00,0,.125,MLB,19,0
0,1,46,0,0,0,1,0,668820,.000,0,2,0,0,5,2,0,3.29,12,0,0,14,8,0,0,9,mlb,0,0,.000,0,0,.000,0,0,0,.000,9.00,0,.000,MLB,7,0
0,1,52,2,0,1,1,1,676632,.385,0,0,0,0,2,2,0,4.00,13,1,2,13,3,5,0,4,mlb,10,2,.769,0,2,1.154,0,0,6,.400,2.00,2,.385,MLB,3,3
11,1,436,9,0,2,2,1,672779,.229,0,2,0,0,25,18,3,3.69,105,10,4,118,44,24,0,36,mlb,34,22,.324,1,16,.626,0,0,8,.282,1.64,5,.302,MLB,52,6
4,1,299,3,1,2,1,1,668751,.192,1,0,0,0,21,10,2,3.60,78,9,5,83,24,15,0,23,mlb,26,20,.333,0,4,.562,0,0,7,.232,1.15,3,.229,MLB,39,7
20,1,801,11,3,4,2,1,660829,.195,3,2,0,0,49,23,4,4.28,159,13,6,187,59,31,1,43,mlb,53,41,.333,1,20,.621,2,2,19,.248,1.05,7,.288,MLB,68,12
1,1,16,1,0,0,1,0,678894,.333,0,0,0,0,2,0,0,4.00,3,0,0,4,1,1,0,0,mlb,1,0,.333,0,0,.833,0,0,0,1.000,,0,.500,MLB,0,0
42,1,2112,22,4,12,2,1,605421,.173,3,1,1,0,154,67,9,3.95,485,43,21,535,178,84,1,115,mlb,143,136,.295,1,44,.538,1,4,53,.224,0.85,19,.243,MLB,220,34
2,1,120,1,1,0,2,0,596071,.048,0,5,0,0,14,5,0,4.29,21,0,0,28,19,1,0,10,mlb,1,1,.048,0,3,.178,0,0,0,.143,10.00,0,.130,MLB,10,0
3,1,607,6,0,0,4,0,500779,.077,1,24,0,0,84,34,4,3.30,156,6,1,184,95,12,0,79,mlb,13,9,.083,0,4,.177,0,0,7,.164,8.78,0,.094,MLB,85,1
168,1,6560,122,16,58,1,12,668804,.285,9,0,3,2,362,250,28,3.92,1478,205,86,1673,413,421,10,375,mlb,715,329,.484,8,231,.846,17,17,199,.340,1.14,92,.362,MLB,585,161
0,1,248,2,0,0,3,0,608717,.125,1,8,0,0,33,10,2,3.40,64,6,1,73,138,8,0,29,mlb,9,4,.141,0,1,.264,0,0,5,.250,7.25,0,.123,MLB,33,1
15,1,723,9,2,11,1,2,669261,.224,0,0,2,0,54,18,3,4.18,156,13,6,173,50,35,0,35,mlb,74,32,.474,0,25,.775,0,2,19,.264,1.09,13,.301,MLB,60,17
0,1,38,1,0,0,1,0,680552,.111,0,0,0,0,4,0,0,4.22,9,0,0,9,5,1,0,2,mlb,1,2,.111,0,0,.222,0,0,0,.200,1.00,0,.111,MLB,2,0
0,1,67,1,0,0,1,0,605507,.133,0,3,0,0,9,2,0,3.72,15,1,1,18,25,2,0,6,mlb,3,1,.200,0,0,.333,0,0,0,.333,6.00,0,.133,MLB,6,1
73,1,2543,33,2,18,3,0,660294,.202,6,1,1,0,153,77,11,4.37,500,42,20,582,167,101,1,114,mlb,179,139,.358,1,62,.661,2,2,71,.248,0.82,26,.303,MLB,226,40
0,1,25,0,0,0,2,0,621249,.000,0,0,0,0,5,0,0,4.17,6,0,0,6,52,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,3,0
78,1,3173,37,4,19,3,15,642165,.212,3,0,1,0,189,107,11,4.20,670,73,34,756,268,142,0,147,mlb,243,195,.363,5,78,.660,5,5,74,.265,0.75,32,.298,MLB,293,58
195,1,5792,46,5,57,4,0,596129,.211,3,0,1,1,327,145,25,4.48,1091,123,38,1294,389,230,5,268,mlb,441,275,.404,0,149,.737,1,5,153,.244,0.97,60,.332,MLB,488,96
0,1,134,1,0,0,2,0,669060,.094,0,3,0,0,15,3,0,3.72,32,2,0,36,24,3,0,14,mlb,3,3,.094,0,1,.215,0,1,1,.176,4.67,0,.121,MLB,21,0
0,1,11,0,0,0,1,0,664337,.000,0,0,0,0,3,0,0,3.67,3,0,0,3,3,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
4,1,263,3,1,1,1,1,682928,.185,1,2,0,1,14,13,3,3.46,65,6,2,76,23,12,0,25,mlb,17,17,.262,1,10,.532,0,4,4,.216,1.47,2,.270,MLB,36,3
35,1,1529,18,2,7,4,3,642727,.191,4,3,0,0,101,43,6,4.14,325,34,8,369,142,62,2,87,mlb,101,82,.311,2,41,.581,5,2,28,.249,1.06,10,.270,MLB,157,20
66,1,5459,145,17,46,3,18,595751,.261,5,0,5,1,513,187,29,3.59,1414,167,62,1522,434,369,10,324,mlb,577,217,.408,5,143,.718,4,37,172,.376,1.49,56,.310,MLB,611,112
7,1,354,11,1,0,1,3,640492,.267,1,0,1,0,25,6,2,3.61,90,10,4,98,53,24,0,23,mlb,34,19,.378,4,11,.694,3,0,7,.364,1.21,3,.316,MLB,47,7
0,1,0,0,0,0,1,0,673258,,0,0,0,0,0,0,0,,0,0,0,0,23,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
4,1,196,0,1,1,1,0,669134,.102,1,0,0,0,15,9,3,3.56,49,4,0,55,16,5,0,15,mlb,8,15,.163,0,3,.345,0,1,3,.118,1.00,1,.182,MLB,33,1
0,1,40,0,0,0,1,0,605182,.000,0,1,0,0,6,2,0,3.64,10,0,0,11,6,0,0,5,mlb,0,0,.000,0,0,.000,0,0,0,.000,5.00,0,.000,MLB,6,0
0,1,31,0,0,0,1,0,622503,.000,0,1,0,0,6,2,0,2.82,10,0,0,11,43,0,0,5,mlb,0,0,.000,0,0,.000,0,0,0,.000,5.00,0,.000,MLB,6,0
104,1,4434,71,20,32,1,8,630105,.265,7,3,2,2,181,153,13,3.85,1011,143,66,1152,276,268,7,282,mlb,454,290,.449,4,165,.792,12,19,132,.293,0.97,52,.343,MLB,420,110
3,1,645,6,0,1,4,0,506433,.099,1,8,0,0,83,16,4,3.91,152,9,4,165,82,15,0,52,mlb,22,12,.145,0,4,.266,0,1,5,.203,4.33,0,.121,MLB,76,5
0,1,11,0,0,0,3,0,472610,.000,0,1,0,0,1,1,0,3.67,2,0,0,3,271,0,0,2,mlb,0,0,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,1,0
135,1,5120,71,6,37,2,26,663757,.231,9,8,3,1,301,150,16,4.15,1065,133,52,1234,311,246,2,267,mlb,429,268,.403,6,155,.727,10,16,139,.284,1.00,41,.324,MLB,417,99
0,1,6,0,0,0,2,0,657612,.000,0,0,0,0,2,0,0,3.00,2,0,0,2,82,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
543,1,25569,696,49,193,2,76,543333,.277,40,3,9,5,1188,976,156,3.80,6112,746,312,6720,1617,1695,53,2175,mlb,2626,1219,.430,30,791,.766,20,22,865,.315,1.78,248,.336,MLB,2513,525
45,1,2203,35,4,12,1,10,673490,.214,5,2,0,1,120,93,12,4.03,485,50,24,546,180,104,1,119,mlb,172,149,.355,3,54,.645,4,9,60,.257,0.80,18,.290,MLB,237,40
0,1,31,0,0,0,1,0,663753,.000,0,0,0,0,5,2,1,3.88,8,0,0,8,12,0,0,1,mlb,0,2,.000,0,0,.000,0,0,0,.000,0.50,0,.000,MLB,8,0
1,1,222,2,0,0,1,0,659275,.097,0,6,0,0,39,9,0,3.22,62,3,0,69,53,6,0,19,mlb,6,4,.097,0,1,.208,0,0,0,.261,4.75,1,.111,MLB,30,0
480,1,21544,532,49,263,3,83,592518,.282,48,14,9,9,983,919,155,3.64,5348,701,292,5914,1361,1508,57,1477,mlb,2625,1552,.491,34,787,.832,18,24,797,.300,0.95,266,.341,MLB,2001,573
1,1,72,2,0,0,1,0,640455,.214,0,2,0,0,4,4,0,4.24,14,1,1,17,8,3,0,8,mlb,4,1,.286,0,0,.552,0,0,0,.300,8.00,0,.267,MLB,5,1
1,1,43,0,1,0,1,0,607259,.000,0,0,0,0,5,2,0,3.91,10,0,0,11,9,0,0,4,mlb,0,1,.000,0,3,.091,0,0,0,.000,4.00,0,.091,MLB,4,0
189,1,10415,221,21,84,4,7,608577,.256,20,0,2,3,564,362,47,4.04,2346,275,109,2579,647,601,11,707,mlb,980,531,.418,6,285,.733,9,24,352,.301,1.33,102,.316,MLB,995,202
0,1,5,0,0,0,1,0,670970,.000,0,0,0,0,1,0,0,2.50,2,0,0,2,5,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
3,1,515,12,1,0,3,0,605397,.145,1,17,0,0,55,26,1,3.24,138,6,5,159,104,20,0,51,mlb,27,30,.196,0,12,.358,1,0,4,.238,1.70,2,.162,MLB,68,6
393,1,16307,313,38,147,2,103,571976,.253,26,1,4,7,1073,498,83,4.08,3562,430,199,3997,1018,902,17,864,mlb,1570,809,.441,31,506,.769,14,15,499,.319,1.07,152,.328,MLB,1440,360
71,1,3177,61,6,21,2,2,543592,.263,11,1,1,0,146,114,14,3.82,731,110,38,831,231,192,2,180,mlb,297,225,.406,2,97,.744,2,17,108,.297,0.80,21,.337,MLB,288,61
270,1,11277,188,20,71,3,45,595777,.238,14,12,2,1,447,382,50,4.10,2412,289,119,2750,754,575,4,724,mlb,937,710,.388,13,343,.712,15,41,293,.264,1.02,97,.324,MLB,1073,205
0,1,0,0,0,0,1,0,573124,,0,0,0,0,0,0,0,,0,0,0,0,18,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
15,1,899,10,2,10,1,0,667670,.212,0,0,0,0,75,25,1,3.84,208,21,12,234,65,44,0,39,mlb,86,50,.413,0,29,.713,0,11,21,.276,0.78,13,.299,MLB,91,22
3,1,164,1,0,0,2,0,605483,.095,0,4,0,0,20,6,1,3.28,42,3,0,50,32,4,0,18,mlb,4,4,.095,0,1,.269,0,1,0,.182,4.50,0,.174,MLB,24,0
6,1,461,6,1,0,2,0,489334,.218,1,12,0,1,41,21,3,3.84,101,12,8,120,478,22,0,43,mlb,30,11,.297,0,6,.556,0,0,10,.361,3.91,3,.259,MLB,55,8
0,1,0,0,0,0,1,0,667725,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
159,1,5942,81,11,82,3,1,572228,.262,4,0,2,2,418,194,39,3.98,1307,168,59,1494,403,343,3,292,mlb,652,265,.499,0,214,.851,2,24,235,.322,1.10,92,.352,MLB,560,143
1,1,94,3,0,1,1,0,677960,.148,0,0,0,0,7,0,0,3.36,27,0,0,28,30,4,0,13,mlb,7,3,.259,0,3,.438,0,0,1,.158,4.33,1,.179,MLB,19,1
3,1,35,0,0,0,4,0,501625,.000,0,1,0,0,2,1,0,4.38,4,0,0,8,143,0,0,2,mlb,0,1,.000,0,1,.429,0,0,0,.000,2.00,0,.429,MLB,3,0
18,1,917,15,3,4,1,1,663698,.201,0,0,0,0,92,17,3,4.08,199,21,6,225,71,40,0,37,mlb,62,30,.312,1,28,.605,2,8,15,.350,1.23,4,.293,MLB,103,12
601,1,20037,227,29,172,1,47,474832,.263,25,1,2,9,1164,652,57,4.07,4257,606,261,4927,1266,1120,34,811,mlb,1969,1218,.463,21,620,.821,36,43,573,.322,0.67,278,.358,MLB,1847,469
0,1,16,0,0,0,2,0,605154,.200,0,0,0,0,2,1,0,3.20,5,1,0,5,169,1,0,1,mlb,1,1,.200,0,1,.400,0,0,0,.333,1.00,0,.200,MLB,1,0
133,1,5230,51,9,46,3,2,592200,.226,8,8,2,3,361,134,18,4.05,1126,143,55,1292,440,255,7,233,mlb,450,304,.400,2,130,.715,1,17,144,.287,0.77,58,.315,MLB,485,102
0,1,0,0,0,0,1,0,665645,,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,81,0,0,0,3,0,502171,.083,0,1,0,0,8,3,1,3.12,24,2,1,26,11,2,0,9,mlb,3,7,.125,0,0,.245,0,1,1,.125,1.29,0,.120,MLB,11,1
490,1,21745,425,36,135,1,44,543063,.253,55,6,7,11,1137,874,111,3.82,5096,645,272,5699,1505,1291,73,1496,mlb,2054,1316,.403,34,614,.725,43,52,684,.298,1.14,210,.322,MLB,2335,450
9,1,1003,12,4,1,3,0,543101,.113,1,16,0,0,144,28,2,3.54,257,15,3,283,145,29,0,79,mlb,35,24,.136,0,7,.279,0,0,12,.248,3.29,2,.142,MLB,136,4
0,1,0,0,0,0,1,0,666808,,0,0,0,0,0,0,0,,0,0,0,0,29,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
28,1,1869,48,9,16,2,16,642731,.253,3,1,0,0,96,87,8,3.71,462,46,19,504,178,117,1,156,mlb,186,97,.403,2,76,.711,1,10,65,.286,1.61,23,.308,MLB,206,36
195,1,12556,241,28,115,3,5,527038,.265,30,3,10,5,423,530,78,3.92,2945,391,153,3201,927,781,8,785,mlb,1287,1039,.437,3,366,.751,4,28,412,.273,0.76,144,.314,MLB,1343,272
1,1,55,0,0,0,2,0,606424,.000,0,1,0,0,10,1,0,3.93,12,0,0,14,197,0,0,3,mlb,0,0,.000,0,0,.077,0,0,0,.000,3.00,0,.077,MLB,3,0
18,1,805,18,1,3,2,7,670768,.298,4,0,1,0,40,25,3,4.17,168,26,14,193,58,50,0,40,mlb,75,42,.446,2,23,.814,1,3,24,.364,0.95,6,.368,MLB,62,18
0,1,32,0,0,0,1,0,596001,.000,0,1,0,0,5,1,0,3.56,8,0,0,9,5,0,0,4,mlb,0,0,.000,0,0,.000,0,0,0,.000,4.00,0,.000,MLB,1,0
164,1,7407,119,26,40,5,5,600303,.269,9,4,1,4,200,255,39,4.06,1618,253,89,1826,632,436,6,539,mlb,655,475,.405,3,199,.745,5,15,199,.286,1.13,60,.341,MLB,631,134
0,1,0,0,0,0,5,0,608678,,0,0,0,0,0,0,0,,0,0,0,0,154,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,16,0,0,0,2,0,641793,.250,0,0,0,0,3,0,0,4.00,4,1,0,4,62,1,0,0,mlb,1,0,.250,0,0,.500,0,0,0,1.000,,0,.250,MLB,2,0
0,1,0,0,0,0,1,0,661440,,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
691,1,29958,512,73,322,2,58,446334,.265,91,1,8,15,1573,1152,193,3.85,6927,869,414,7780,1857,1839,85,1787,mlb,3271,1979,.472,19,971,.806,26,70,1101,.296,0.90,443,.334,MLB,3044,762
0,1,30,0,0,0,1,0,669674,.100,0,1,0,0,4,1,0,2.73,10,1,0,11,11,1,0,5,mlb,1,1,.100,0,0,.200,0,0,0,.167,5.00,0,.100,MLB,5,0
0,1,0,0,0,0,3,0,459429,,0,0,0,0,0,0,0,,0,0,0,0,289,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
20,1,1103,21,5,7,1,0,606213,.270,1,0,1,0,46,50,7,4.19,241,32,9,263,69,65,1,59,mlb,97,72,.402,1,26,.729,1,1,37,.307,0.82,12,.327,MLB,121,17
361,1,13127,192,15,163,4,21,592626,.234,17,5,2,4,771,357,46,4.11,2755,301,136,3194,944,644,17,686,mlb,1289,700,.468,23,430,.800,10,55,401,.262,0.98,147,.332,MLB,1096,309
1,1,54,1,1,0,1,0,671218,.154,0,0,0,0,3,1,1,3.86,13,1,0,14,7,2,0,5,mlb,2,3,.154,0,2,.368,0,0,0,.200,1.67,0,.214,MLB,6,0
0,1,48,1,0,0,1,0,607074,.154,0,3,0,0,6,6,0,3.00,13,1,1,16,8,2,0,4,mlb,3,4,.231,0,0,.385,0,0,2,.286,1.00,0,.154,MLB,9,1
0,1,0,0,0,0,1,0,643511,,0,0,0,0,0,0,0,,0,0,0,0,89,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
159,1,6041,84,11,62,2,6,573131,.247,13,1,1,0,395,157,33,4.12,1273,161,61,1468,502,314,4,323,mlb,567,274,.445,1,175,.783,3,22,181,.304,1.18,69,.337,MLB,585,126
0,1,0,0,0,0,1,0,666619,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
112,1,4277,87,10,30,1,34,596103,.252,2,1,1,2,296,118,19,4.01,935,104,33,1066,384,236,5,271,mlb,377,143,.403,3,131,.745,9,16,114,.337,1.90,43,.342,MLB,394,72
13,1,531,3,0,7,1,3,613564,.226,2,0,0,0,36,22,6,3.79,124,18,6,140,58,28,2,34,mlb,55,28,.444,1,21,.744,0,1,17,.253,1.21,7,.300,MLB,57,13
53,1,2139,35,1,21,2,7,664774,.243,4,4,1,2,112,57,3,4.07,456,43,22,526,161,111,1,99,mlb,204,142,.447,3,69,.779,4,9,67,.275,0.70,31,.331,MLB,150,47
9,1,591,11,2,3,2,1,622268,.182,0,2,0,0,36,16,2,3.69,148,11,10,160,53,27,0,49,mlb,48,38,.324,2,16,.559,1,1,20,.220,1.29,5,.234,MLB,64,14
3,1,213,1,0,1,1,0,657277,.127,0,6,0,0,23,11,2,3.33,55,4,2,64,33,7,0,20,mlb,14,11,.255,0,7,.427,1,0,7,.194,1.82,2,.172,MLB,19,4
14,1,1223,11,3,0,4,1,622072,.083,0,33,0,0,171,47,3,3.79,276,10,2,323,193,23,0,101,mlb,25,17,.091,1,8,.218,0,0,12,.219,5.94,2,.128,MLB,180,2
18,1,1398,24,4,10,2,1,642851,.221,0,5,0,0,75,59,17,3.86,339,40,9,362,126,75,0,120,mlb,114,81,.336,0,41,.597,0,0,35,.256,1.48,11,.261,MLB,139,19
145,1,5691,69,9,63,1,8,573262,.255,10,2,2,2,342,170,11,4.06,1226,148,80,1402,359,313,7,255,mlb,602,328,.491,6,212,.832,10,19,187,.301,0.78,94,.341,MLB,483,153
0,1,0,0,0,0,1,0,621366,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,9,0,0,0,2,0,650895,.000,0,0,0,0,2,0,0,4.50,2,0,0,2,19,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
182,1,7556,139,11,26,2,20,641487,.255,12,6,2,2,336,198,25,4.16,1597,216,90,1817,443,407,1,432,mlb,597,443,.374,13,220,.710,11,19,161,.306,0.98,50,.336,MLB,578,127
11,1,422,1,0,1,1,0,656403,.134,0,0,0,1,33,15,1,4.35,82,8,3,97,34,11,1,16,mlb,17,22,.207,0,12,.475,0,4,6,.208,0.73,1,.268,MLB,45,4
0,1,0,0,0,0,1,0,670036,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,60,1,0,0,2,0,623167,.167,0,1,0,0,7,1,0,3.16,18,2,1,19,28,3,0,5,mlb,4,4,.222,0,0,.389,0,0,0,.273,1.25,0,.167,MLB,7,1
86,1,4936,135,12,39,2,0,664034,.290,8,0,2,0,235,192,29,3.75,1169,153,63,1315,333,339,2,293,mlb,525,310,.449,2,156,.811,3,51,165,.332,0.95,51,.362,MLB,451,105
206,1,10358,212,20,42,3,32,624428,.275,9,11,4,6,349,318,37,3.79,2472,371,139,2733,734,680,11,750,mlb,989,725,.400,25,341,.738,22,35,236,.305,1.03,91,.338,MLB,819,203
0,1,0,0,0,0,3,0,571704,,0,0,0,0,0,0,0,,0,0,0,0,125,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,94,1,1,0,2,0,594835,.217,0,5,0,0,11,5,0,3.36,23,4,3,28,18,5,0,11,mlb,8,1,.348,0,2,.565,0,0,0,.417,11.00,0,.217,MLB,15,3
10,1,653,10,2,3,2,10,664059,.205,0,1,0,0,51,14,1,3.84,156,16,8,170,72,32,0,40,mlb,49,34,.314,1,26,.580,0,3,12,.284,1.18,6,.266,MLB,62,11
45,1,1847,17,0,17,1,10,672284,.173,2,0,2,2,142,52,6,3.90,423,32,15,473,123,73,0,104,mlb,143,106,.338,6,51,.594,2,3,53,.211,0.98,22,.256,MLB,208,34
53,1,1945,37,3,24,1,7,641786,.258,3,0,0,0,138,61,7,4.05,422,49,12,480,116,109,0,83,mlb,193,95,.457,1,65,.799,0,2,55,.323,0.87,23,.342,MLB,161,36
0,1,0,0,0,0,1,0,670090,,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
3,1,183,3,0,1,6,0,543548,.156,0,6,0,0,14,7,1,3.39,45,3,0,54,36,7,0,21,mlb,10,10,.222,0,4,.431,0,0,7,.200,2.10,1,.208,MLB,18,1
0,1,0,0,0,0,1,0,664948,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
93,1,3874,36,3,32,1,53,664238,.201,1,2,1,1,275,94,17,4.19,800,80,35,924,323,161,1,146,mlb,304,221,.380,22,115,.685,6,27,97,.261,0.66,44,.305,MLB,358,73
0,1,0,0,0,0,1,0,662253,,0,0,0,0,0,0,0,,0,0,0,0,21,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
80,1,3533,56,7,40,2,3,608596,.235,4,0,2,0,281,93,13,4.12,766,79,33,858,267,180,3,136,mlb,337,177,.440,1,95,.749,2,4,109,.312,0.77,45,.309,MLB,351,75
2,1,109,1,0,0,3,0,656821,.154,0,0,0,0,13,5,1,3.89,26,3,2,28,15,4,0,3,mlb,6,6,.231,0,1,.445,0,0,1,.308,0.50,0,.214,MLB,21,2
22,1,1102,8,2,11,1,0,663728,.183,2,0,0,0,94,36,4,3.83,262,26,17,288,89,48,0,51,mlb,98,71,.374,0,21,.624,0,2,32,.233,0.72,14,.250,MLB,142,28
4,1,956,16,3,1,3,0,592662,.143,1,26,0,1,116,40,3,3.57,237,15,6,268,133,34,0,97,mlb,43,18,.181,0,11,.338,0,0,9,.273,5.39,2,.157,MLB,122,7
20,1,1085,35,2,9,1,19,677594,.276,0,0,0,0,83,26,6,3.81,261,25,14,285,69,72,1,55,mlb,115,51,.441,3,34,.777,1,4,33,.373,1.08,12,.337,MLB,112,24
0,1,33,0,0,0,2,0,623149,.000,0,1,0,0,3,2,0,3.67,8,0,0,9,124,0,0,4,mlb,0,2,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,4,0
0,1,11,0,0,0,1,0,656954,.250,0,0,0,0,3,0,0,2.75,4,1,0,4,3,1,0,0,mlb,1,0,.250,0,0,.500,0,0,0,1.000,,0,.250,MLB,1,0
427,1,17685,251,30,206,3,28,553993,.250,31,9,1,4,1126,593,93,4.11,3775,449,165,4301,1070,945,14,851,mlb,1752,949,.464,17,540,.798,12,59,583,.299,0.90,241,.333,MLB,1675,383
