sport_id,bqs,league_short,hr,team_id,whip,pip,season,rs9,ab,qs,hldr,league,ip,ir,sport_code,er,ao,k9,slg,team_full,ops,team_abbrev,tbf,go_ao,sho,hfly,spct,wpct,end_date,bb,np,hgnd,bk,sb,bq,h9,player_id,avg,sf,sac,era,team_short,wp,hpop,so,gidp_opp,pgs,gidp,gf,ppa,hld,sv,cg,league_full,g,h,ibb,go,kbb,irs,l,gs,team_seq,svo,hr9,cs,r,s,w,babip,bb9,hb,pk,obp,sport,league_id,db,tr
1,1,National,5,158,1.27,18.9,2022,2.40,60,0,5,NL,15.0,7,mlb,10,18,9.00,.550,Milwaukee Brewers,.868,MIL,66,0.67,0,6,61.5,1.000,2022-06-23T00:00:00,4,283,4,0,2,4,9.00,665001,.250,0,0,6.00,Milwaukee,0,0,15,6,*.*,0,5,4.29,2,0,0,National League,12,15,0,12,3.75,0,0,0,1.0,1,3.00,0,11,174,1,.250,2.40,2,0,.318,MLB,104,1,1
1,0,National,16,158,1.19,16.3,2022,5.23,278,6,29,NL,74.0,0,mlb,32,82,9.36,.453,Milwaukee Brewers,.746,MIL,309,0.71,0,22,65.8,.667,2022-06-23T00:00:00,23,1206,14,2,2,2,7.91,641778,.234,4,0,3.89,Milwaukee,1,0,77,28,92.8,3,0,3.90,0,0,0,National League,13,65,0,58,3.35,0,3,13,1.0,0,1.95,1,37,793,6,.259,2.80,2,0,.293,MLB,104,9,2
1,2,National,1,158,1.13,16.1,2022,5.10,109,0,7,NL,30.0,13,mlb,7,26,7.80,.303,Milwaukee Brewers,.592,MIL,123,1.38,0,4,61.4,.750,2022-06-23T00:00:00,9,484,14,0,1,10,7.50,571948,.229,2,2,2.10,Milwaukee,1,0,26,19,*.*,3,7,3.93,3,0,0,National League,31,25,0,36,2.89,0,1,0,1.0,0,0.30,0,9,297,3,.286,2.70,1,1,.289,MLB,104,5,0
1,0,National,1,158,1.06,12.0,2022,7.84,38,0,3,NL,10.1,5,mlb,2,6,2.61,.316,Milwaukee Brewers,.591,MIL,40,3.33,0,2,70.2,1.000,2022-06-23T00:00:00,2,124,4,0,1,0,7.84,606131,.237,0,0,1.74,Milwaukee,0,0,3,7,*.*,3,2,3.10,1,0,0,National League,7,9,0,20,1.50,2,0,0,1.0,0,0.87,0,2,87,1,.235,1.74,0,0,.275,MLB,104,0,0
1,0,National,3,158,1.50,15.8,2022,5.40,49,0,5,NL,13.1,6,mlb,6,8,6.08,.510,Milwaukee Brewers,.855,MIL,58,2.63,0,4,62.1,.500,2022-06-23T00:00:00,8,211,3,0,0,0,8.10,667376,.245,1,0,4.05,Milwaukee,0,0,9,10,*.*,2,3,3.64,2,0,0,National League,12,12,2,21,1.13,2,1,0,1.0,0,2.03,0,7,131,1,.237,5.40,0,0,.345,MLB,104,2,1
1,0,National,0,158,3.00,25.9,2022,3.38,11,0,2,NL,2.2,0,mlb,2,1,13.50,.455,Milwaukee Brewers,.988,MIL,15,2.00,0,0,55.1,.---,2022-06-23T00:00:00,4,69,2,0,0,3,13.50,663629,.364,0,0,6.75,Milwaukee,0,0,4,1,69.0,1,0,4.60,0,0,0,National League,1,4,0,2,1.00,0,0,1,1.0,0,0.00,0,2,38,0,.571,13.50,0,0,.533,MLB,104,1,0
1,0,National,0,158,1.43,16.9,2022,9.00,27,0,4,NL,7.0,0,mlb,3,10,11.57,.333,Milwaukee Brewers,.667,MIL,30,0.10,0,0,67.8,1.000,2022-06-23T00:00:00,2,118,4,0,1,0,10.29,657265,.296,1,0,3.86,Milwaukee,0,0,9,7,*.*,0,3,3.93,0,0,0,National League,4,8,0,1,4.50,0,0,0,1.0,0,0.00,0,3,80,1,.421,2.57,0,0,.333,MLB,104,1,0
1,3,National,2,158,1.31,16.5,2022,5.74,101,0,14,NL,26.2,8,mlb,13,28,6.08,.386,Milwaukee Brewers,.704,MIL,111,1.07,0,4,61.5,.500,2022-06-23T00:00:00,9,439,8,0,1,6,8.78,608718,.257,0,1,4.39,Milwaukee,0,0,18,18,*.*,2,6,3.95,1,0,0,National League,22,26,0,30,2.00,4,1,0,1.0,0,0.68,1,15,270,1,.296,3.04,0,1,.318,MLB,104,5,1
1,1,National,0,158,1.07,18.1,2022,5.33,94,0,11,NL,27.0,2,mlb,7,17,14.67,.202,Milwaukee Brewers,.477,MIL,109,1.06,0,1,63.4,1.000,2022-06-23T00:00:00,14,489,3,0,1,8,5.00,642207,.160,0,0,2.33,Milwaukee,3,0,44,8,*.*,1,6,4.49,16,5,0,National League,29,15,0,18,3.14,2,0,0,1.0,5,0.00,1,7,310,2,.300,4.67,1,1,.275,MLB,104,4,0
1,6,National,7,158,1.24,18.5,2022,5.56,167,2,13,NL,43.2,0,mlb,23,50,10.92,.425,Milwaukee Brewers,.731,MIL,186,0.50,0,9,65.8,.625,2022-06-23T00:00:00,13,810,18,0,2,6,8.45,605540,.246,1,1,4.74,Milwaukee,0,1,53,20,90.0,1,0,4.35,0,0,0,National League,9,41,0,25,4.08,0,3,9,1.0,0,1.44,3,26,533,5,.315,2.68,2,0,.306,MLB,104,9,0
1,0,American,8,142,1.30,17.1,2022,4.30,197,0,23,AL,52.1,0,mlb,20,63,6.88,.416,Minnesota Twins,.729,MIN,225,0.81,0,13,60.3,.250,2022-06-23T00:00:00,23,897,9,0,1,3,7.74,502042,.228,2,0,3.44,Minnesota,1,0,40,23,69.0,4,0,3.99,0,0,0,American League,13,45,0,51,1.74,0,3,13,1.0,0,1.38,0,24,541,1,.245,3.96,2,0,.313,MLB,103,13,0
1,0,American,10,142,1.31,15.9,2022,7.83,220,1,27,AL,54.0,0,mlb,31,68,7.33,.486,Minnesota Twins,.794,MIN,234,0.74,0,12,68.8,.571,2022-06-23T00:00:00,10,859,22,0,5,6,10.17,605164,.277,3,0,5.17,Minnesota,0,0,44,25,78.1,1,0,3.67,0,0,0,American League,11,61,0,50,4.40,0,3,11,1.0,0,1.67,0,32,591,4,.302,1.67,1,0,.308,MLB,103,12,2
1,2,American,2,142,1.97,20.2,2022,2.31,47,0,4,AL,11.2,3,mlb,12,11,9.26,.511,Minnesota Twins,.917,MIN,59,1.09,0,3,61.0,1.000,2022-06-23T00:00:00,9,236,7,0,1,4,10.80,666974,.298,2,0,9.26,Minnesota,2,0,12,11,*.*,0,2,4.00,0,0,0,American League,9,14,0,12,1.33,0,0,0,1.0,0,1.54,0,12,144,1,.343,6.94,1,0,.407,MLB,103,4,0
1,0,American,4,142,1.22,17.0,2022,6.61,61,0,5,AL,16.1,3,mlb,6,24,8.82,.443,Minnesota Twins,.748,MIN,72,0.42,0,5,63.3,.667,2022-06-23T00:00:00,8,278,2,0,2,3,6.61,605194,.197,1,0,3.31,Minnesota,1,0,16,12,*.*,0,4,3.86,2,0,0,American League,13,12,0,10,2.00,1,1,0,1.0,1,2.20,0,8,176,2,.190,4.41,2,0,.306,MLB,103,3,0
1,1,American,0,142,1.30,18.6,2022,0.00,43,0,3,AL,12.1,3,mlb,2,17,6.57,.209,Minnesota Twins,.511,MIN,53,0.65,0,1,57.8,.---,2022-06-23T00:00:00,9,230,2,0,3,6,5.11,543056,.163,1,0,1.46,Minnesota,1,1,9,6,*.*,0,3,4.34,0,0,0,American League,10,7,0,11,1.00,1,0,0,1.0,0,0.00,0,3,133,0,.200,6.57,0,0,.302,MLB,103,2,0
1,1,American,6,142,1.35,16.4,2022,2.96,108,0,17,AL,27.1,3,mlb,17,22,8.23,.519,Minnesota Twins,.837,MIN,116,1.45,0,7,62.9,.400,2022-06-23T00:00:00,8,447,5,0,1,4,9.55,608648,.269,0,0,5.60,Minnesota,2,0,25,10,*.*,1,6,3.85,7,1,0,American League,25,29,1,32,3.13,0,3,0,1.0,4,1.98,1,17,281,2,.299,2.63,0,0,.319,MLB,103,9,0
1,0,American,4,142,0.88,14.3,2022,4.70,108,0,8,AL,30.2,3,mlb,8,18,12.03,.333,Minnesota Twins,.588,MIN,118,1.61,0,4,69.9,.000,2022-06-23T00:00:00,6,438,9,0,1,2,6.16,661395,.194,1,0,2.35,Minnesota,1,0,41,12,*.*,5,6,3.71,8,4,0,American League,24,21,1,29,6.83,1,2,0,1.0,4,1.17,0,8,306,0,.266,1.76,3,0,.254,MLB,103,3,0
1,0,American,0,142,1.00,16.0,2022,0.00,4,0,1,AL,1.0,0,mlb,0,1,0.00,.250,Minnesota Twins,.500,MIN,4,2.00,0,0,56.3,.---,2022-06-23T00:00:00,0,16,0,0,0,0,9.00,624503,.250,0,0,0.00,Minnesota,0,0,0,1,*.*,0,1,4.00,0,0,0,American League,1,1,0,2,-.--,0,0,0,1.0,0,0.00,0,0,9,0,.250,0.00,0,0,.250,MLB,103,0,0
1,2,American,4,142,1.03,15.6,2022,5.70,161,3,15,AL,42.2,0,mlb,12,43,9.70,.342,Minnesota Twins,.599,MIN,171,0.88,0,6,64.9,.750,2022-06-23T00:00:00,10,664,13,0,3,6,7.17,543243,.211,0,0,2.53,Minnesota,1,0,46,12,73.8,2,0,3.88,0,0,0,American League,9,34,0,38,4.60,0,1,9,1.0,0,0.84,0,13,431,3,.270,2.11,0,0,.257,MLB,103,5,2
1,0,American,4,142,1.11,15.9,2022,5.24,123,0,13,AL,34.1,8,mlb,11,27,10.22,.382,Minnesota Twins,.669,MIN,137,1.19,0,7,66.1,.667,2022-06-23T00:00:00,11,546,7,0,2,5,7.08,643377,.220,1,1,2.88,Minnesota,2,0,39,15,*.*,5,8,3.99,7,1,0,American League,24,27,0,32,3.55,3,2,0,1.0,2,1.05,0,12,361,4,.284,2.88,1,0,.287,MLB,103,4,2
1,0,American,1,142,1.08,14.4,2022,5.54,46,0,1,AL,13.0,6,mlb,3,12,10.38,.261,Minnesota Twins,.535,MIN,51,0.83,0,1,66.3,.667,2022-06-23T00:00:00,5,187,7,0,2,0,6.23,656730,.196,0,0,2.08,Minnesota,1,0,15,8,*.*,2,4,3.67,0,0,0,American League,8,9,0,10,3.00,0,1,0,1.0,0,0.69,1,5,124,2,.267,3.46,0,0,.275,MLB,103,0,0
1,0,American,0,142,1.26,17.7,2022,0.00,36,0,3,AL,10.1,5,mlb,2,6,13.06,.222,Minnesota Twins,.525,MIN,43,1.50,0,1,58.5,.---,2022-06-23T00:00:00,7,183,2,0,1,2,5.23,663558,.167,0,0,1.74,Minnesota,1,0,15,3,*.*,1,5,4.26,0,1,0,American League,8,6,0,9,2.14,2,0,0,1.0,1,0.00,0,2,107,0,.286,6.10,0,0,.302,MLB,103,2,0
1,0,American,2,142,1.28,15.6,2022,4.01,132,1,18,AL,33.2,0,mlb,15,52,7.75,.402,Minnesota Twins,.706,MIN,142,0.35,0,7,66.5,.333,2022-06-23T00:00:00,7,526,11,1,1,1,9.62,641927,.273,2,1,4.01,Minnesota,0,0,29,21,75.1,2,0,3.70,0,0,0,American League,7,36,0,18,4.14,0,2,7,1.0,0,0.53,0,17,350,1,.330,1.87,0,0,.305,MLB,103,7,2
1,3,American,6,142,1.33,18.3,2022,0.38,93,0,9,AL,24.0,3,mlb,11,19,12.00,.473,Minnesota Twins,.778,MIN,105,1.16,0,5,62.3,.333,2022-06-23T00:00:00,12,440,6,0,1,3,7.50,641941,.215,0,0,4.13,Minnesota,1,0,32,12,*.*,0,15,4.19,2,9,0,American League,24,20,0,22,2.67,2,2,0,1.0,13,2.25,0,13,274,1,.255,4.50,0,0,.305,MLB,103,4,1
1,1,American,6,142,1.06,15.8,2022,4.00,199,5,14,AL,54.0,0,mlb,18,70,8.67,.362,Minnesota Twins,.637,MIN,218,0.51,0,13,66.2,.625,2022-06-23T00:00:00,16,855,13,0,3,7,6.83,657746,.206,0,0,3.00,Minnesota,0,1,52,26,85.5,1,0,3.92,0,0,0,American League,10,41,0,36,3.25,0,3,10,1.0,0,1.00,2,18,566,5,.248,2.67,3,2,.275,MLB,103,11,1
1,0,American,4,142,1.78,20.7,2022,1.10,72,0,7,AL,16.1,0,mlb,16,18,9.92,.542,Minnesota Twins,.924,MIN,81,0.78,0,5,63.0,.000,2022-06-23T00:00:00,7,338,10,0,4,3,12.12,663485,.306,0,0,8.82,Minnesota,1,0,18,11,112.7,0,2,4.17,0,0,0,American League,5,22,0,14,2.57,0,3,3,1.0,0,2.20,0,16,213,0,.360,3.86,2,0,.383,MLB,103,5,0
1,1,American,7,142,1.15,15.3,2022,6.81,140,3,9,AL,38.1,0,mlb,15,47,4.46,.429,Minnesota Twins,.718,MIN,153,0.91,0,10,65.0,.750,2022-06-23T00:00:00,11,586,14,0,0,5,7.75,656970,.236,1,1,3.52,Minnesota,1,0,19,23,83.7,6,0,3.83,0,0,0,American League,7,33,0,43,1.73,0,1,7,1.0,0,1.64,0,16,381,3,.226,2.58,0,0,.289,MLB,103,4,1
1,0,American,3,142,1.43,15.5,2022,7.48,85,0,10,AL,21.2,14,mlb,7,14,5.40,.447,Minnesota Twins,.784,MIN,92,2.43,0,3,66.4,.500,2022-06-23T00:00:00,7,336,10,1,2,7,9.97,501925,.282,0,0,2.91,Minnesota,0,1,13,18,*.*,5,1,3.65,13,0,0,American League,27,24,1,34,1.86,0,1,0,1.0,2,1.25,0,9,223,1,.304,2.91,0,0,.337,MLB,103,3,1
1,7,American,3,142,1.42,18.2,2022,2.92,95,0,8,AL,24.2,22,mlb,17,31,11.68,.358,Minnesota Twins,.685,MIN,107,0.29,0,5,67.0,1.000,2022-06-23T00:00:00,12,448,10,2,2,10,8.39,573204,.242,0,0,6.20,Minnesota,0,0,32,15,*.*,1,5,4.19,7,0,0,American League,28,23,0,9,2.67,3,0,0,1.0,0,1.09,0,17,300,2,.333,4.38,0,1,.327,MLB,103,2,0
1,0,National,0,144,1.82,22.8,2022,3.86,41,0,6,NL,9.1,6,mlb,4,16,9.64,.366,Atlanta Braves,.728,ATL,47,0.25,0,2,60.1,.---,2022-05-30T00:00:00,5,213,4,0,0,0,11.57,592804,.293,1,0,3.86,Atlanta,0,0,10,13,*.*,0,6,4.53,0,0,0,National League,9,12,0,4,2.00,2,0,0,2.0,0,0.00,0,6,128,0,.375,4.82,0,0,.362,MLB,104,3,0
1,0,American,0,142,0.60,11.8,2022,0.00,17,0,1,AL,5.0,4,mlb,0,8,3.60,.118,Minnesota Twins,.284,MIN,18,0.63,0,0,61.0,.---,2022-06-23T00:00:00,1,59,1,0,0,0,3.60,592804,.118,0,0,0.00,Minnesota,0,0,2,3,*.*,0,0,3.28,0,0,0,American League,2,2,0,5,2.00,1,0,0,1.0,0,0.00,0,0,36,0,.133,1.80,0,0,.167,MLB,103,0,0
1,1,American,4,142,1.23,16.1,2022,4.60,110,2,17,AL,29.1,0,mlb,12,36,7.06,.409,Minnesota Twins,.712,MIN,122,0.72,0,4,63.2,.500,2022-06-23T00:00:00,9,473,6,0,6,4,8.28,680739,.245,2,0,3.68,Minnesota,1,0,23,18,157.7,2,0,3.88,0,0,0,American League,7,27,0,26,2.56,0,2,3,1.0,0,1.23,1,14,299,2,.271,2.76,1,0,.303,MLB,103,6,0
1,5,National,11,121,1.17,16.7,2022,4.25,311,8,25,NL,82.2,0,mlb,37,74,9.80,.370,New York Mets,.667,NYM,343,1.04,0,18,64.8,.500,2022-06-23T00:00:00,26,1377,27,1,3,11,7.73,605135,.228,1,0,4.03,NY Mets,1,1,90,45,98.4,6,0,4.01,0,0,0,National League,14,71,0,77,3.46,0,5,14,1.0,0,1.20,2,38,892,5,.284,2.83,5,1,.297,MLB,104,11,0
1,7,National,9,121,1.29,15.2,2022,6.28,305,5,38,NL,77.1,0,mlb,38,73,8.96,.433,New York Mets,.754,NYM,330,1.01,0,15,67.1,.727,2022-06-23T00:00:00,18,1179,29,0,2,12,9.54,471911,.269,1,0,4.42,NY Mets,2,0,77,42,84.2,5,0,3.57,0,0,0,National League,14,82,2,74,4.28,0,3,14,1.0,0,1.05,0,38,791,8,.332,2.09,6,0,.321,MLB,104,21,1
1,0,National,3,121,1.16,16.7,2022,0.98,100,0,10,NL,27.2,1,mlb,7,15,17.57,.310,New York Mets,.598,NYM,111,0.67,0,3,67.2,.667,2022-06-23T00:00:00,11,461,8,0,3,0,6.83,621242,.210,0,0,2.28,NY Mets,0,0,54,7,*.*,3,24,4.15,1,14,0,National League,28,21,1,10,4.91,0,1,0,1.0,17,0.98,0,7,310,2,.419,3.58,0,0,.288,MLB,104,1,0
1,0,National,0,121,1.24,14.4,2022,9.53,41,0,4,NL,11.1,5,mlb,4,10,11.12,.293,New York Mets,.597,NYM,46,0.80,0,0,59.5,1.000,2022-06-23T00:00:00,4,163,6,0,0,1,7.94,670059,.244,1,0,3.18,NY Mets,0,0,14,10,*.*,2,3,3.54,0,0,0,National League,10,10,0,8,3.50,0,0,0,1.0,0,0.00,0,5,97,3,.357,3.18,0,0,.304,MLB,104,0,1
1,1,National,0,121,0.33,12.7,2022,0.00,11,0,0,NL,3.0,0,mlb,0,3,12.00,.091,New York Mets,.182,NYM,11,1.00,0,0,78.9,.---,2022-06-23T00:00:00,0,38,1,0,1,2,3.00,488984,.091,0,0,0.00,NY Mets,0,0,4,1,*.*,0,0,3.45,0,0,0,National League,2,1,0,3,*.**,0,0,0,1.0,0,0.00,0,1,30,0,.143,0.00,0,0,.091,MLB,104,0,0
1,0,National,1,121,1.20,14.2,2022,2.70,25,0,2,NL,6.2,1,mlb,3,9,8.10,.400,New York Mets,.721,NYM,28,0.44,0,1,64.2,.---,2022-06-23T00:00:00,2,95,3,0,1,0,8.10,661255,.240,0,0,4.05,NY Mets,0,0,6,4,*.*,0,3,3.39,0,0,0,National League,4,6,0,4,3.00,0,0,0,1.0,0,1.35,0,3,61,0,.278,2.70,1,0,.321,MLB,104,1,0
1,2,National,4,121,1.20,16.1,2022,4.45,111,0,15,NL,28.1,10,mlb,12,28,8.58,.396,New York Mets,.685,NYM,118,1.04,0,4,61.3,.500,2022-06-23T00:00:00,7,457,8,0,1,3,8.58,607625,.243,0,0,3.81,NY Mets,0,0,27,16,*.*,1,9,3.87,10,2,0,National League,27,27,0,29,3.86,4,1,0,1.0,5,1.27,0,12,280,1,.288,2.22,0,0,.288,MLB,104,5,0
1,1,National,2,121,1.36,17.2,2022,5.79,56,0,7,NL,14.0,3,mlb,7,12,6.43,.464,New York Mets,.829,NYM,65,1.50,0,2,65.1,1.000,2022-06-23T00:00:00,3,241,7,1,3,5,10.29,658431,.286,0,0,4.50,NY Mets,0,0,10,11,*.*,2,4,3.71,0,1,0,National League,8,16,0,18,3.33,2,0,0,1.0,1,1.29,0,7,157,1,.318,1.93,4,0,.365,MLB,104,4,0
1,6,National,6,121,1.21,16.8,2022,5.01,159,1,18,NL,41.1,0,mlb,23,38,10.23,.396,New York Mets,.693,NYM,174,1.00,0,9,64.6,.667,2022-06-23T00:00:00,11,695,12,0,2,11,8.49,656731,.245,1,2,5.01,NY Mets,1,0,47,24,77.2,3,0,3.99,0,0,0,National League,9,39,0,38,4.27,0,2,9,1.0,0,1.31,1,23,449,4,.308,2.40,1,0,.297,MLB,104,6,0
1,0,National,2,121,1.18,16.1,2022,9.95,47,0,4,NL,12.2,3,mlb,1,14,5.68,.404,New York Mets,.693,NYM,52,1.07,0,2,63.7,.---,2022-06-23T00:00:00,5,204,3,0,1,0,7.11,668665,.213,0,0,0.71,NY Mets,1,1,8,2,*.*,1,3,3.92,0,0,0,National League,7,10,0,15,1.60,2,0,0,1.0,0,1.42,0,5,130,0,.216,3.55,0,0,.288,MLB,104,3,0
1,1,National,2,121,1.10,17.8,2022,2.39,96,0,7,NL,26.1,23,mlb,8,24,11.96,.313,New York Mets,.594,NYM,110,0.83,0,2,62.7,.667,2022-06-23T00:00:00,10,469,10,0,8,4,6.49,493603,.198,2,0,2.73,NY Mets,3,0,35,10,*.*,3,8,4.26,8,0,0,National League,29,19,1,20,3.50,9,1,0,1.0,2,0.68,0,8,294,2,.279,3.42,2,0,.282,MLB,104,3,1
1,1,National,3,121,1.35,17.4,2022,8.14,166,1,14,NL,45.1,2,mlb,16,35,8.34,.337,New York Mets,.676,NYM,195,1.49,0,7,57.7,.800,2022-06-23T00:00:00,22,788,18,0,0,9,7.74,656849,.235,2,0,3.18,NY Mets,0,0,42,29,98.5,6,0,4.04,0,0,0,National League,10,39,0,52,1.91,0,1,8,1.0,0,0.60,0,20,455,4,.293,4.37,5,2,.338,MLB,104,8,0
1,2,National,2,121,2.31,25.6,2022,0.00,17,0,1,NL,4.1,2,mlb,8,6,8.31,.647,New York Mets,1.105,NYM,24,0.50,0,2,55.0,1.000,2022-06-23T00:00:00,6,111,1,0,0,2,8.31,596082,.235,0,0,16.62,NY Mets,0,0,4,2,*.*,0,0,4.63,0,0,0,National League,4,4,0,3,0.67,1,0,0,1.0,0,4.15,0,8,61,1,.182,12.46,1,0,.458,MLB,104,1,0
1,9,National,1,121,1.41,17.5,2022,2.78,83,0,9,NL,22.2,12,mlb,12,19,10.72,.289,New York Mets,.626,NYM,98,1.00,0,3,62.7,.000,2022-06-23T00:00:00,14,397,6,0,2,18,7.15,570257,.217,0,0,4.76,NY Mets,0,0,27,20,*.*,4,4,4.05,7,0,0,National League,28,18,0,19,1.93,2,2,0,1.0,0,0.40,0,14,249,0,.309,5.56,1,0,.337,MLB,104,3,0
1,0,National,5,121,0.95,15.3,2022,5.80,177,5,16,NL,49.2,0,mlb,14,53,10.69,.299,New York Mets,.564,NYM,193,0.57,0,8,67.2,.833,2022-06-23T00:00:00,11,759,12,0,1,2,6.52,453286,.203,1,0,2.54,NY Mets,0,0,59,22,94.9,5,0,3.93,0,0,0,National League,8,36,0,30,5.36,0,1,8,1.0,0,0.91,2,15,510,5,.272,1.99,4,0,.264,MLB,104,2,0
1,4,National,4,121,1.32,17.6,2022,7.36,98,0,10,NL,25.2,15,mlb,16,27,9.82,.388,New York Mets,.700,NYM,109,0.74,0,5,62.5,.500,2022-06-23T00:00:00,10,451,9,0,1,6,8.42,592741,.245,1,0,5.61,NY Mets,1,0,28,15,*.*,0,4,4.14,4,0,0,National League,23,24,1,20,2.80,8,1,0,1.0,1,1.40,2,16,282,1,.299,3.51,0,1,.312,MLB,104,2,0
1,0,National,4,121,0.97,15.9,2022,4.94,109,0,7,NL,31.0,8,mlb,7,38,9.87,.294,New York Mets,.542,NYM,121,0.50,0,5,63.4,.500,2022-06-23T00:00:00,11,494,7,0,0,4,5.52,622098,.174,1,0,2.03,NY Mets,0,0,34,11,*.*,0,2,4.08,13,0,0,National League,28,19,0,19,3.09,4,1,0,1.0,1,1.16,1,7,313,1,.208,3.19,0,0,.248,MLB,104,1,0
1,0,National,2,112,1.50,14.5,2022,0.00,9,0,0,NL,2.0,0,mlb,3,2,18.00,1.111,Chicago Cubs,1.444,CHC,9,0.00,0,3,72.4,.---,2022-05-10T00:00:00,0,29,0,0,0,0,13.50,657766,.333,0,0,13.50,Chi Cubs,0,0,4,0,*.*,0,1,3.22,0,0,0,National League,1,3,0,0,*.**,0,0,0,1.0,0,9.00,0,3,21,0,.333,0.00,0,0,.333,MLB,104,1,0
1,0,National,3,121,1.16,15.8,2022,3.64,223,4,28,NL,59.1,0,mlb,19,60,6.67,.327,New York Mets,.615,NYM,240,1.12,0,8,64.9,.714,2022-06-23T00:00:00,17,938,16,0,5,2,7.89,592836,.233,0,0,2.88,NY Mets,0,0,44,36,85.3,5,0,3.91,0,0,0,National League,11,52,1,67,2.59,0,2,11,1.0,0,0.46,0,20,609,5,.278,2.58,0,2,.288,MLB,104,10,1
1,1,National,6,121,1.31,16.5,2022,5.22,156,0,23,NL,39.2,8,mlb,17,46,7.94,.436,New York Mets,.751,NYM,169,0.76,0,7,62.7,.200,2022-06-23T00:00:00,11,655,11,0,1,2,9.30,592866,.263,0,1,3.86,NY Mets,0,0,35,33,109.2,3,3,3.88,0,0,0,National League,13,41,1,35,3.18,6,4,6,1.0,1,1.36,1,19,411,1,.304,2.50,1,0,.315,MLB,104,7,1
1,0,American,2,140,1.85,21.3,2022,8.31,29,0,1,AL,8.2,0,mlb,3,6,9.35,.345,Texas Rangers,.750,TEX,42,1.67,0,2,53.0,.---,2022-06-03T00:00:00,12,185,1,0,0,7,4.15,656061,.138,0,0,3.12,Texas,0,0,9,4,*.*,1,0,4.40,0,0,0,American League,7,4,0,10,0.75,0,0,0,2.0,0,2.08,1,3,98,0,.111,12.46,1,0,.405,MLB,103,0,0
1,0,American,1,118,2.31,17.8,2022,10.38,17,0,2,AL,4.1,3,mlb,2,3,6.23,.588,Kansas City Royals,1.088,KC,22,1.67,0,0,55.8,.---,2022-06-21T00:00:00,4,77,4,0,0,0,12.46,656061,.353,0,0,4.15,Kansas City,1,0,3,3,*.*,2,3,3.50,0,0,0,American League,4,6,0,5,0.75,1,0,0,1.0,0,2.08,0,2,43,0,.385,8.31,1,0,.500,MLB,103,1,0
1,0,American,0,147,1.20,16.3,2022,7.56,32,0,1,AL,8.1,2,mlb,2,6,8.64,.281,New York Yankees,.567,NYY,35,1.83,0,2,60.3,.---,2022-06-23T00:00:00,3,136,4,0,0,1,7.56,544365,.219,0,0,2.16,NY Yankees,0,0,8,6,*.*,0,3,3.89,0,1,0,American League,4,7,0,11,2.67,2,0,0,1.0,1,0.00,0,2,82,0,.292,3.24,0,0,.286,MLB,103,2,0
1,6,American,2,147,1.45,18.3,2022,10.02,79,0,7,AL,20.2,11,mlb,10,22,8.71,.430,New York Yankees,.785,NYY,94,0.82,0,4,61.4,1.000,2022-06-23T00:00:00,11,378,8,0,3,12,8.27,612434,.241,0,0,4.35,NY Yankees,1,0,20,6,*.*,0,1,4.02,7,0,0,American League,26,19,0,18,1.82,5,0,0,1.0,1,0.87,1,11,232,3,.298,4.79,3,0,.355,MLB,103,9,0
1,0,American,2,147,1.64,18.7,2022,0.00,55,0,7,AL,14.0,3,mlb,6,16,9.64,.418,New York Yankees,.767,NYY,66,0.75,0,4,61.5,.000,2022-06-23T00:00:00,10,262,2,0,1,4,8.36,547973,.236,1,0,3.86,NY Yankees,3,0,15,5,*.*,0,14,3.97,0,9,0,American League,17,13,0,12,1.50,1,2,0,1.0,9,1.29,0,6,161,0,.282,6.43,0,0,.348,MLB,103,4,0
1,1,American,11,147,1.02,16.2,2022,6.16,300,9,30,AL,80.1,0,mlb,28,64,11.54,.350,New York Yankees,.607,NYY,323,1.14,0,16,66.4,.857,2022-06-23T00:00:00,21,1302,15,1,1,7,6.83,543037,.203,1,0,3.14,NY Yankees,2,0,103,31,93.0,4,0,4.03,0,0,0,American League,14,61,0,73,4.90,0,1,14,1.0,0,1.23,0,28,864,6,.267,2.35,1,0,.257,MLB,103,11,0
1,2,American,9,147,0.96,15.7,2022,4.86,271,5,25,AL,74.0,0,mlb,19,86,9.49,.351,New York Yankees,.600,NYY,289,0.62,0,15,68.2,.667,2022-06-23T00:00:00,17,1165,14,0,1,7,6.57,641482,.199,0,0,2.31,NY Yankees,0,0,78,22,89.6,3,0,4.03,0,0,0,American League,13,54,0,53,4.59,0,3,13,1.0,0,1.09,1,20,795,6,.245,2.07,1,2,.249,MLB,103,14,0
1,0,American,0,147,1.75,20.8,2022,13.50,17,0,4,AL,4.0,0,mlb,4,3,11.25,.353,New York Yankees,.721,NYY,19,1.33,0,0,65.1,.---,2022-06-23T00:00:00,2,83,1,0,0,0,11.25,661563,.294,0,0,9.00,NY Yankees,1,0,5,5,83.0,0,0,4.37,0,0,0,American League,1,5,0,4,2.50,0,0,1,1.0,0,0.00,0,4,54,0,.417,4.50,0,1,.368,MLB,103,1,0
