sport_id,bqs,league_short,hr,team_id,whip,pip,season,rs9,ab,qs,hldr,league,ip,ir,sport_code,er,ao,k9,slg,team_full,ops,team_abbrev,tbf,go_ao,sho,hfly,spct,wpct,end_date,bb,np,hgnd,bk,sb,bq,h9,player_id,avg,sf,sac,era,team_short,wp,hpop,so,gidp_opp,pgs,gidp,gf,ppa,hld,sv,cg,league_full,g,h,ibb,go,kbb,irs,l,gs,team_seq,svo,hr9,cs,r,s,w,babip,bb9,hb,pk,obp,sport,league_id,db,tr
1,0,American,4,114,0.62,14.3,2022,4.50,113,0,7,AL,34.0,16,mlb,8,38,11.38,.274,Cleveland Guardians,.461,CLE,123,0.50,0,4,69.1,.600,2022-06-23T00:00:00,6,486,4,0,4,0,3.97,669212,.133,2,0,2.12,Cleveland,0,0,43,9,486.0,1,2,3.95,6,0,0,American League,21,15,0,19,7.17,5,2,1,1.0,2,1.06,1,11,336,3,.162,1.59,2,1,.187,MLB,103,4,0
1,2,American,1,114,1.56,18.1,2022,5.00,106,0,11,AL,27.0,0,mlb,11,34,9.33,.330,Cleveland Guardians,.680,CLE,123,0.53,0,5,60.5,1.000,2022-06-23T00:00:00,15,488,11,0,0,8,9.00,663455,.255,1,0,3.67,Cleveland,1,0,28,17,97.6,1,3,3.97,0,0,0,American League,8,27,0,18,1.87,0,0,5,1.0,0,0.33,2,13,295,1,.333,5.00,1,1,.350,MLB,103,5,0
1,6,American,10,114,1.28,15.6,2022,3.21,268,6,40,AL,67.1,0,mlb,33,84,5.88,.437,Cleveland Guardians,.751,CLE,289,0.83,0,13,66.3,.333,2022-06-23T00:00:00,15,1048,18,0,0,12,9.49,668676,.265,1,0,4.41,Cleveland,2,0,44,43,87.3,5,0,3.63,0,0,0,American League,12,71,0,70,2.93,0,4,12,1.0,0,1.34,1,38,695,2,.284,2.00,5,0,.315,MLB,103,16,0
1,3,American,7,114,1.26,15.5,2022,5.15,265,8,35,AL,71.2,0,mlb,30,88,5.53,.385,Cleveland Guardians,.700,CLE,297,0.82,0,13,65.3,.500,2022-06-23T00:00:00,23,1111,19,0,9,8,8.41,615698,.253,4,2,3.77,Cleveland,0,0,44,43,92.6,7,0,3.74,0,0,0,American League,12,67,0,72,1.91,0,4,12,1.0,0,0.88,2,32,726,4,.275,2.89,3,0,.315,MLB,103,12,1
1,1,American,3,136,1.56,19.0,2022,4.32,32,0,6,AL,8.1,2,mlb,7,11,10.80,.563,Seattle Mariners,.938,SEA,40,0.36,0,1,58.2,1.000,2022-05-16T00:00:00,6,158,0,0,1,1,7.56,670990,.219,0,0,7.56,Seattle,1,0,10,6,*.*,0,3,3.95,0,0,0,American League,7,7,0,4,1.67,0,0,0,1.0,1,3.24,0,7,92,1,.211,6.48,2,0,.375,MLB,103,2,0
1,0,American,2,114,1.61,19.3,2022,6.75,66,0,5,AL,18.2,9,mlb,6,15,6.27,.303,Cleveland Guardians,.660,CLE,84,1.73,0,3,58.7,.667,2022-06-23T00:00:00,18,361,4,0,5,4,5.79,680704,.182,0,0,2.89,Cleveland,1,0,13,11,*.*,3,3,4.30,5,0,0,American League,19,12,2,26,0.72,1,2,0,1.0,0,0.96,0,7,212,4,.196,8.68,0,0,.357,MLB,103,2,0
1,1,American,3,114,1.30,15.4,2022,3.22,83,0,8,AL,22.1,13,mlb,9,18,7.25,.349,Cleveland Guardians,.665,CLE,95,1.61,0,2,61.2,1.000,2022-06-23T00:00:00,11,343,8,0,0,7,7.25,543766,.217,0,0,3.63,Cleveland,0,0,18,11,*.*,2,5,3.61,3,0,0,American League,29,18,0,29,1.64,4,0,0,1.0,0,1.21,0,9,210,3,.242,4.43,1,0,.316,MLB,103,2,0
1,0,American,2,114,1.22,16.9,2022,4.74,94,0,10,AL,24.2,7,mlb,10,27,9.85,.351,Cleveland Guardians,.649,CLE,105,0.74,0,1,65.0,.600,2022-06-23T00:00:00,8,417,11,0,6,8,8.03,663986,.234,1,1,3.65,Cleveland,1,0,27,8,*.*,1,4,3.97,3,1,0,American League,26,22,1,20,3.38,2,2,0,1.0,2,0.73,0,12,271,3,.303,2.92,1,0,.298,MLB,103,5,0
1,0,National,2,115,0.99,16.2,2022,1.65,95,0,5,NL,27.1,0,mlb,6,22,11.52,.242,Colorado Rockies,.503,COL,111,1.14,0,2,63.2,.600,2022-06-23T00:00:00,13,443,7,0,4,3,4.61,453268,.147,1,0,1.98,Colorado,2,0,35,16,*.*,1,19,3.99,0,14,0,National League,26,14,0,25,2.69,0,2,0,1.0,16,0.66,0,8,280,3,.203,4.28,2,0,.261,MLB,104,3,0
1,0,National,0,115,0.25,11.3,2022,0.00,13,0,1,NL,4.0,0,mlb,0,2,11.25,.154,Colorado Rockies,.231,COL,13,2.50,0,0,68.9,.---,2022-06-23T00:00:00,0,45,0,0,0,0,2.25,656234,.077,0,0,0.00,Colorado,0,0,5,0,*.*,0,2,3.46,0,0,0,National League,3,1,0,5,*.**,0,0,0,1.0,0,0.00,0,0,31,0,.125,0.00,0,0,.077,MLB,104,1,0
1,0,National,3,115,1.50,15.8,2022,3.45,123,0,15,NL,31.1,10,mlb,23,35,4.88,.480,Colorado Rockies,.830,COL,138,1.09,0,13,67.5,1.000,2022-06-23T00:00:00,9,495,10,0,0,2,10.91,621389,.309,4,1,6.61,Colorado,1,0,17,24,495.0,3,3,3.59,0,1,0,National League,15,38,1,38,1.89,2,0,1,1.0,2,0.86,0,23,334,1,.327,2.59,1,0,.350,MLB,104,10,1
1,5,National,4,115,1.37,15.2,2022,6.42,133,0,19,NL,33.2,21,mlb,24,39,6.95,.459,Colorado Rockies,.783,COL,148,0.90,0,8,63.1,.600,2022-06-23T00:00:00,12,512,7,0,1,7,9.09,468504,.256,1,0,6.42,Colorado,0,0,26,18,*.*,3,4,3.46,2,0,0,National League,24,34,0,35,2.17,4,2,0,1.0,0,1.07,0,28,323,3,.288,3.21,2,0,.324,MLB,104,13,1
1,0,National,0,115,1.29,14.6,2022,2.73,101,0,13,NL,26.1,0,mlb,7,20,5.13,.376,Colorado Rockies,.685,COL,111,2.05,0,5,62.3,.667,2022-06-23T00:00:00,8,385,8,0,2,4,8.89,517008,.257,1,0,2.39,Colorado,0,0,15,18,*.*,3,5,3.47,4,3,0,National League,27,26,1,41,1.88,0,1,0,1.0,4,0.00,1,12,240,2,.299,2.73,0,0,.309,MLB,104,8,2
1,2,National,4,115,1.32,18.4,2022,3.57,85,0,8,NL,22.2,7,mlb,12,27,7.15,.471,Colorado Rockies,.794,COL,96,0.74,0,8,62.4,.200,2022-06-23T00:00:00,9,418,5,0,0,8,8.34,608032,.247,1,0,4.76,Colorado,4,0,18,8,*.*,2,11,4.35,3,0,0,National League,27,21,1,20,2.00,1,4,0,1.0,1,1.59,0,15,261,1,.266,3.57,1,0,.323,MLB,104,3,2
1,0,National,6,115,1.21,17.2,2022,6.07,116,2,15,NL,29.2,0,mlb,18,21,9.40,.466,Colorado Rockies,.773,COL,128,1.71,0,10,65.0,.333,2022-06-23T00:00:00,7,511,4,0,5,1,8.80,663372,.250,1,0,5.46,Colorado,2,0,31,16,85.2,2,0,3.99,0,0,0,National League,6,29,0,36,4.43,0,2,6,1.0,0,1.82,0,19,332,1,.288,2.12,3,0,.307,MLB,104,3,2
1,3,National,7,115,1.40,15.7,2022,5.08,288,5,37,NL,72.2,0,mlb,36,85,5.94,.448,Colorado Rockies,.787,COL,321,0.93,0,18,63.5,.375,2022-06-23T00:00:00,23,1140,24,0,4,9,9.78,607536,.274,3,0,4.46,Colorado,2,0,48,43,87.7,10,0,3.55,0,0,0,National League,13,79,0,79,2.09,0,5,13,1.0,0,0.87,0,41,724,3,.305,2.85,7,1,.340,MLB,104,21,4
1,2,National,1,115,1.50,18.6,2022,4.95,71,0,10,NL,20.0,18,mlb,10,16,9.90,.282,Colorado Rockies,.641,COL,89,1.19,0,3,60.5,.---,2022-06-23T00:00:00,13,372,4,0,0,12,7.65,656458,.239,3,0,4.50,Colorado,1,0,22,19,*.*,3,8,4.18,2,0,0,National League,22,17,0,19,1.69,12,0,0,1.0,1,0.45,1,11,225,0,.314,5.85,2,0,.360,MLB,104,0,0
1,8,National,11,115,1.50,16.7,2022,3.90,255,6,33,NL,64.2,0,mlb,48,62,7.10,.506,Colorado Rockies,.856,COL,281,1.13,0,22,64.1,.300,2022-06-23T00:00:00,21,1081,21,0,5,13,10.58,596295,.298,3,1,6.68,Colorado,2,0,51,38,90.1,9,0,3.85,0,0,0,National League,13,76,1,70,2.43,0,7,12,1.0,0,1.53,3,50,693,3,.332,2.92,1,2,.350,MLB,104,12,4
1,4,National,3,115,1.72,18.4,2022,5.31,82,0,11,NL,20.1,11,mlb,16,28,7.08,.463,Colorado Rockies,.836,COL,94,0.54,0,4,60.5,1.000,2022-06-23T00:00:00,10,375,10,0,3,5,11.07,623485,.305,2,0,7.08,Colorado,3,0,16,21,*.*,4,4,3.99,0,1,0,National League,12,25,0,15,1.60,4,0,0,1.0,1,1.33,0,18,227,1,.338,4.43,0,0,.372,MLB,104,4,0
1,0,National,0,115,0.00,10.0,2022,9.00,3,0,0,NL,1.0,0,mlb,0,1,0.00,.000,Colorado Rockies,.000,COL,3,2.00,0,0,60.0,.---,2022-06-23T00:00:00,0,10,0,0,0,0,0.00,545341,.000,0,0,0.00,Colorado,0,0,0,0,*.*,0,1,3.33,0,0,0,National League,1,0,0,2,-.--,0,0,0,1.0,0,0.00,0,0,6,0,.000,0.00,0,0,.000,MLB,104,0,0
1,0,National,7,115,1.43,16.9,2022,3.03,266,6,36,NL,68.1,0,mlb,30,85,6.85,.425,Colorado Rockies,.755,COL,297,0.73,0,11,62.3,.444,2022-06-23T00:00:00,29,1153,22,0,5,9,9.09,641771,.259,2,0,3.95,Colorado,3,0,52,30,88.7,4,0,3.88,0,0,0,National League,13,69,1,62,1.79,0,5,13,1.0,0,0.92,4,32,718,4,.297,3.82,0,0,.330,MLB,104,17,3
1,0,National,1,115,1.84,18.1,2022,11.05,56,0,6,NL,14.2,8,mlb,9,7,12.27,.357,Colorado Rockies,.763,COL,69,2.00,0,4,59.2,.500,2022-06-23T00:00:00,12,265,5,0,0,0,9.20,664875,.268,0,0,5.52,Colorado,0,0,20,7,*.*,2,5,3.84,2,0,0,National League,14,15,0,14,1.67,5,1,0,1.0,0,0.61,1,9,157,1,.400,7.36,1,0,.406,MLB,104,0,1
1,1,National,14,115,1.55,15.9,2022,5.92,299,5,38,NL,73.0,0,mlb,50,60,8.14,.515,Colorado Rockies,.867,COL,328,1.45,0,20,65.1,.375,2022-06-23T00:00:00,24,1162,31,0,5,4,10.97,608566,.298,2,1,6.16,Colorado,4,0,66,52,89.4,6,0,3.54,0,0,0,National League,13,89,0,87,2.75,0,5,13,1.0,0,1.73,1,56,756,3,.339,2.96,2,2,.352,MLB,104,21,1
1,4,National,4,115,1.75,16.8,2022,5.77,223,4,45,NL,53.0,0,mlb,26,55,4.58,.493,Colorado Rockies,.888,COL,240,1.16,0,9,63.0,.500,2022-06-23T00:00:00,12,893,27,0,2,9,13.75,622608,.363,2,2,4.42,Colorado,0,0,27,47,81.2,9,0,3.72,0,0,0,National League,11,81,0,64,2.25,0,3,11,1.0,0,0.68,0,30,563,3,.397,2.04,1,1,.395,MLB,104,17,0
1,0,National,0,115,3.00,21.6,2022,5.40,16,0,2,NL,3.1,1,mlb,7,5,5.40,.438,Colorado Rockies,.961,COL,21,0.60,0,0,54.2,.---,2022-06-23T00:00:00,4,72,4,0,0,0,16.20,663385,.375,0,0,18.90,Colorado,1,0,2,5,*.*,0,0,3.43,0,0,0,National League,3,6,0,3,0.50,0,0,0,1.0,0,0.00,0,7,39,0,.429,10.80,1,0,.524,MLB,104,1,0
1,3,National,4,115,1.57,17.0,2022,5.57,84,0,11,NL,21.0,11,mlb,14,30,7.71,.500,Colorado Rockies,.847,COL,95,0.47,0,6,66.7,.000,2022-06-23T00:00:00,9,357,7,0,3,3,10.29,596112,.286,2,0,6.00,Colorado,3,0,18,13,*.*,1,4,3.76,3,0,0,National League,23,24,1,14,2.00,3,1,0,1.0,0,1.71,1,16,238,0,.313,3.86,0,0,.347,MLB,104,6,0
1,1,American,3,116,1.47,18.0,2022,2.95,76,0,9,AL,18.1,5,mlb,13,26,6.87,.461,Detroit Tigers,.790,DET,83,0.62,0,6,64.5,.000,2022-06-23T00:00:00,5,330,7,0,2,3,10.80,641302,.289,1,1,6.38,Detroit,0,0,14,6,82.5,1,0,3.98,0,0,0,American League,7,22,0,16,2.80,2,3,4,1.0,0,1.47,0,15,213,0,.317,2.45,0,0,.329,MLB,103,4,0
1,0,American,0,116,3.00,17.0,2022,0.00,5,0,3,AL,1.0,0,mlb,1,1,0.00,.800,Detroit Tigers,1.400,DET,5,1.00,0,0,70.6,.---,2022-06-23T00:00:00,0,17,0,0,0,0,27.00,571466,.600,0,0,9.00,Detroit,0,0,0,1,*.*,1,1,3.40,0,0,0,American League,1,3,0,1,-.--,0,0,0,1.0,0,0.00,0,1,12,0,.600,0.00,0,0,.600,MLB,103,1,0
1,0,American,13,116,1.21,16.1,2022,2.56,228,3,21,AL,59.2,0,mlb,27,69,6.18,.443,Detroit Tigers,.734,DET,247,0.94,0,21,64.9,.143,2022-06-23T00:00:00,17,958,13,1,1,3,8.30,689225,.241,2,0,4.07,Detroit,1,0,41,43,87.1,2,0,3.88,0,0,0,American League,11,55,0,65,2.41,0,6,11,1.0,0,1.96,2,28,622,1,.239,2.56,0,1,.291,MLB,103,7,0
1,0,American,1,116,0.60,14.8,2022,1.35,25,0,2,AL,6.2,1,mlb,2,6,8.10,.280,Detroit Tigers,.434,DET,26,1.67,0,1,68.7,.---,2022-06-23T00:00:00,0,99,1,0,0,0,5.40,656290,.160,1,0,2.70,Detroit,1,0,6,4,*.*,0,3,3.81,0,0,0,American League,4,4,0,10,*.**,1,0,0,1.0,0,1.35,0,4,68,0,.158,0.00,0,0,.154,MLB,103,0,0
1,0,American,0,116,2.00,14.0,2022,0.00,7,0,3,AL,2.0,0,mlb,1,2,4.50,.571,Detroit Tigers,1.071,DET,8,0.50,0,0,64.3,.---,2022-06-23T00:00:00,1,28,0,0,0,0,13.50,605612,.429,0,0,4.50,Detroit,0,0,1,1,*.*,1,1,3.50,0,0,0,American League,2,3,0,1,1.00,0,0,0,1.0,0,0.00,0,1,18,0,.500,4.50,0,0,.500,MLB,103,1,0
1,0,American,1,116,1.15,15.2,2022,2.45,70,0,6,AL,18.1,13,mlb,7,14,11.78,.329,Detroit Tigers,.618,DET,77,1.21,0,2,67.7,.000,2022-06-23T00:00:00,4,279,9,0,1,3,8.35,605177,.243,1,1,3.44,Detroit,0,0,24,10,*.*,1,5,3.62,8,1,0,American League,23,17,0,17,6.00,0,1,0,1.0,1,0.49,1,8,189,0,.348,1.96,1,1,.289,MLB,103,3,0
1,0,American,0,116,4.00,16.0,2022,0.00,6,0,3,AL,1.0,0,mlb,1,2,0.00,.667,Detroit Tigers,1.238,DET,7,0.50,0,0,62.5,.---,2022-06-23T00:00:00,1,16,0,0,0,0,27.00,665019,.500,0,0,9.00,Detroit,0,0,0,3,*.*,0,0,2.29,0,0,0,American League,1,3,0,1,0.00,0,0,0,1.0,0,0.00,0,1,10,0,.500,9.00,0,0,.571,MLB,103,1,0
1,0,American,0,116,1.50,19.0,2022,0.00,7,0,0,AL,2.0,0,mlb,0,2,13.50,.143,Detroit Tigers,.476,DET,9,0.50,0,0,60.5,.---,2022-06-23T00:00:00,2,38,1,0,0,0,4.50,669804,.143,0,0,0.00,Detroit,0,0,3,1,*.*,0,1,4.22,0,0,0,American League,1,1,0,1,1.50,0,0,0,1.0,0,0.00,0,0,23,0,.250,9.00,0,0,.333,MLB,103,0,0
1,3,American,6,116,1.49,17.3,2022,2.03,178,1,27,AL,44.1,0,mlb,23,57,7.11,.466,Detroit Tigers,.810,DET,195,0.63,0,13,64.5,.200,2022-06-23T00:00:00,14,766,12,0,7,6,10.56,656412,.292,2,0,4.67,Detroit,1,0,35,25,85.1,3,0,3.93,0,0,0,American League,9,52,0,36,2.50,0,4,9,1.0,0,1.22,2,24,494,1,.331,2.84,1,0,.344,MLB,103,13,0
1,1,American,0,116,1.35,14.2,2022,1.52,93,0,11,AL,23.2,8,mlb,8,15,6.08,.366,Detroit Tigers,.695,DET,98,2.33,0,3,71.4,.---,2022-06-23T00:00:00,4,336,12,0,3,3,10.65,671345,.301,0,1,3.04,Detroit,0,2,16,17,*.*,4,6,3.43,2,0,0,American League,21,28,0,35,4.00,4,0,0,1.0,0,0.00,0,8,240,0,.364,1.52,0,0,.330,MLB,103,4,1
1,0,American,1,116,0.92,15.4,2022,2.52,86,0,7,AL,25.0,8,mlb,6,31,9.36,.209,Detroit Tigers,.452,DET,99,0.58,0,2,58.5,.500,2022-06-23T00:00:00,11,386,3,0,3,6,4.32,605242,.140,1,0,2.16,Detroit,1,0,26,9,*.*,1,4,3.90,10,1,0,American League,25,12,2,18,2.36,0,2,0,1.0,3,0.36,0,7,226,2,.183,3.96,1,0,.242,MLB,103,1,1
1,2,American,8,116,1.05,17.2,2022,5.21,141,1,14,AL,38.0,5,mlb,21,44,9.71,.454,Detroit Tigers,.721,DET,150,0.57,0,13,60.8,.333,2022-06-23T00:00:00,9,653,4,0,3,2,7.34,665621,.220,0,0,4.97,Detroit,2,0,41,11,130.6,1,2,4.35,0,0,0,American League,13,31,0,25,4.56,1,2,5,1.0,0,1.89,1,22,397,1,.250,2.13,0,0,.267,MLB,103,7,1
1,0,National,1,134,3.00,29.0,2022,4.50,7,0,0,NL,2.0,3,mlb,2,2,4.50,.714,Pittsburgh Pirates,1.298,PIT,12,1.00,0,2,55.2,.---,2022-05-13T00:00:00,4,58,0,0,0,0,9.00,607572,.286,0,0,9.00,Pittsburgh,0,0,1,1,*.*,0,2,4.83,0,0,0,National League,3,2,0,2,0.25,1,0,0,1.0,0,4.50,0,2,32,0,.200,18.00,1,0,.583,MLB,104,0,0
1,0,American,3,116,1.05,16.6,2022,3.04,100,0,10,AL,26.2,3,mlb,11,28,12.15,.360,Detroit Tigers,.619,DET,108,0.57,0,5,68.1,1.000,2022-06-23T00:00:00,7,442,6,0,5,4,7.09,641729,.210,1,0,3.71,Detroit,0,0,36,12,*.*,0,8,4.09,3,0,0,American League,28,21,0,16,5.14,0,0,0,1.0,0,1.01,1,11,301,2,.290,2.36,0,0,.259,MLB,103,4,1
1,1,American,1,116,1.13,16.2,2022,6.08,94,0,9,AL,26.2,9,mlb,6,16,11.14,.266,Detroit Tigers,.557,DET,111,1.88,0,2,59.4,.800,2022-06-23T00:00:00,13,431,6,0,4,8,5.74,656638,.181,1,1,2.03,Detroit,5,0,33,11,*.*,1,4,3.88,7,0,0,American League,29,17,0,30,2.54,3,1,0,1.0,0,0.34,0,7,256,4,.262,4.39,2,0,.291,MLB,103,3,1
1,0,American,1,116,0.75,13.3,2022,2.25,29,1,2,AL,8.0,0,mlb,2,9,4.50,.310,Detroit Tigers,.517,DET,29,1.11,0,1,69.8,.---,2022-06-23T00:00:00,0,106,3,0,0,0,6.75,666159,.207,0,0,2.25,Detroit,0,0,4,4,53.0,0,0,3.66,0,0,0,American League,2,6,0,10,*.**,0,0,2,1.0,0,1.13,0,2,74,0,.208,0.00,0,0,.207,MLB,103,0,0
1,0,American,1,116,1.31,17.4,2022,2.54,100,0,10,AL,28.1,2,mlb,6,27,7.62,.270,Detroit Tigers,.592,DET,118,1.07,0,2,60.0,1.000,2022-06-23T00:00:00,16,493,9,0,2,2,6.67,503449,.210,1,0,1.91,Detroit,0,0,24,17,493.0,6,1,4.18,2,0,0,American League,19,21,0,29,1.50,0,0,1,1.0,0,0.32,0,7,296,2,.263,5.08,1,0,.322,MLB,103,3,0
1,2,American,4,116,1.07,14.5,2022,0.40,84,1,9,AL,22.1,0,mlb,8,31,4.84,.429,Detroit Tigers,.701,DET,88,0.68,0,4,66.7,.333,2022-06-23T00:00:00,4,324,7,0,0,3,8.06,501381,.238,0,0,3.22,Detroit,0,0,12,10,64.8,2,0,3.68,0,0,0,American League,5,20,0,21,3.00,0,2,5,1.0,0,1.61,1,8,216,1,.235,1.61,0,0,.273,MLB,103,2,1
1,1,American,9,116,1.82,17.0,2022,1.77,86,0,8,AL,20.1,0,mlb,26,23,7.08,.709,Detroit Tigers,1.105,DET,96,0.83,0,11,60.4,.000,2022-06-23T00:00:00,9,346,9,0,0,2,12.39,660730,.326,0,0,11.51,Detroit,1,0,16,18,86.5,2,0,3.60,0,0,0,American League,5,28,0,19,1.78,0,2,4,1.0,0,3.98,0,26,209,0,.311,3.98,1,0,.396,MLB,103,4,1
1,0,American,6,116,1.13,15.9,2022,3.97,299,7,27,AL,79.1,0,mlb,32,71,9.53,.381,Detroit Tigers,.667,DET,319,1.03,0,14,67.8,.500,2022-06-23T00:00:00,17,1265,31,0,1,2,8.28,669373,.244,1,1,3.63,Detroit,0,1,84,32,90.4,7,0,3.97,0,0,0,American League,14,73,0,73,4.94,0,5,14,1.0,0,0.68,4,35,858,5,.319,1.93,1,1,.286,MLB,103,21,1
1,0,American,1,116,1.24,18.8,2022,1.80,88,0,7,AL,25.0,3,mlb,8,28,8.64,.318,Detroit Tigers,.658,DET,106,0.64,0,3,61.1,.333,2022-06-23T00:00:00,12,471,9,0,0,4,6.84,642397,.216,1,0,2.88,Detroit,1,0,24,12,*.*,5,24,4.44,1,13,0,American League,26,19,0,18,2.00,0,4,0,1.0,15,0.36,0,11,288,2,.281,4.32,5,0,.340,MLB,103,4,1
1,0,American,2,116,0.94,16.0,2022,1.05,85,0,5,AL,25.2,11,mlb,6,22,10.17,.247,Detroit Tigers,.500,DET,99,1.05,0,2,65.4,.500,2022-06-23T00:00:00,9,410,7,0,1,4,5.26,676684,.176,4,0,2.10,Detroit,3,1,29,15,*.*,2,4,4.14,0,1,0,American League,23,15,0,23,3.22,5,1,0,1.0,1,0.70,2,6,268,1,.224,3.16,1,0,.253,MLB,103,0,0
1,0,American,0,116,1.50,19.2,2022,5.40,25,0,3,AL,6.2,0,mlb,6,5,6.75,.440,Detroit Tigers,.785,DET,29,1.80,0,2,60.2,.000,2022-06-23T00:00:00,2,128,3,0,0,1,10.80,666214,.320,2,0,8.10,Detroit,1,0,5,3,64.0,0,0,4.41,0,0,0,American League,2,8,0,9,2.50,0,1,2,1.0,0,0.00,1,6,77,0,.364,2.70,0,1,.345,MLB,103,1,1
1,0,American,1,117,1.21,17.3,2022,8.89,101,0,14,AL,27.1,10,mlb,7,19,13.17,.297,Houston Astros,.604,HOU,114,1.05,0,1,61.7,1.000,2022-06-23T00:00:00,10,473,8,0,3,4,7.57,650556,.228,1,0,2.30,Houston,7,0,40,14,*.*,2,6,4.15,2,0,0,American League,21,23,0,20,4.00,5,0,0,1.0,0,0.33,1,9,292,4,.361,3.29,2,0,.307,MLB,103,4,0
1,0,American,0,117,1.00,16.7,2022,0.00,26,0,1,AL,7.0,1,mlb,1,7,7.71,.231,Houston Astros,.507,HOU,29,1.14,0,0,62.4,.---,2022-06-23T00:00:00,2,117,4,0,0,1,6.43,656232,.192,0,0,1.29,Houston,0,0,6,3,*.*,0,1,4.03,0,0,0,American League,3,5,0,8,3.00,0,0,0,1.0,0,0.00,0,1,73,0,.250,2.57,1,0,.276,MLB,103,1,0
1,0,American,1,117,1.89,18.9,2022,2.84,27,0,5,AL,6.1,6,mlb,5,8,9.95,.556,Houston Astros,.962,HOU,32,0.50,0,2,62.5,.---,2022-06-23T00:00:00,4,120,1,0,0,2,11.37,669854,.296,0,0,7.11,Houston,0,0,7,2,*.*,0,3,3.75,0,0,0,American League,7,8,0,4,1.75,2,0,0,1.0,0,1.42,0,5,75,0,.368,5.68,1,0,.406,MLB,103,4,0
1,2,American,12,117,1.07,15.3,2022,4.18,266,5,25,AL,71.0,0,mlb,29,81,9.38,.402,Houston Astros,.669,HOU,290,0.72,0,17,64.9,.500,2022-06-23T00:00:00,19,1086,15,0,4,5,7.23,677651,.214,3,1,3.68,Houston,0,0,74,31,83.5,4,0,3.74,0,0,0,American League,13,57,0,58,3.89,0,5,13,1.0,0,1.52,0,34,705,5,.246,2.41,1,0,.266,MLB,103,12,1
1,1,American,4,117,1.17,17.6,2022,3.40,202,2,20,AL,55.2,0,mlb,19,74,10.99,.332,Houston Astros,.635,HOU,232,0.27,0,9,60.6,.571,2022-06-23T00:00:00,23,982,13,0,4,9,6.79,664299,.208,1,1,3.07,Houston,1,0,68,19,109.1,2,0,4.23,1,0,0,American League,13,42,0,20,2.96,0,3,9,1.0,0,0.65,2,19,595,4,.290,3.72,5,0,.303,MLB,103,13,0
1,0,American,0,117,0.76,14.5,2022,1.06,57,0,3,AL,17.0,5,mlb,0,25,6.88,.140,Houston Astros,.359,HOU,64,0.48,0,1,65.6,.---,2022-06-23T00:00:00,6,247,2,0,0,1,3.71,661527,.123,0,0,0.00,Houston,0,1,13,13,*.*,2,3,3.86,1,0,0,American League,11,7,0,12,2.17,0,0,0,1.0,0,0.00,0,0,162,0,.159,3.18,1,0,.219,MLB,103,1,0
1,1,American,5,117,1.19,16.7,2022,3.99,111,0,16,AL,29.1,13,mlb,11,38,7.67,.432,Houston Astros,.758,HOU,127,0.61,0,5,63.5,.000,2022-06-23T00:00:00,8,490,6,0,1,6,8.28,664208,.243,1,1,3.38,Houston,0,0,25,22,*.*,2,3,3.86,6,0,0,American League,29,27,1,23,3.13,4,1,0,1.0,1,1.53,0,12,311,0,.268,2.45,6,0,.325,MLB,103,4,1
1,2,American,1,117,1.05,15.8,2022,4.23,98,0,8,AL,27.2,11,mlb,6,21,9.43,.255,Houston Astros,.526,HOU,108,1.38,0,3,65.0,1.000,2022-06-23T00:00:00,9,437,9,0,5,3,6.51,606160,.204,0,1,1.95,Houston,0,0,29,15,*.*,5,8,4.05,10,4,0,American League,29,20,0,29,3.22,0,0,0,1.0,4,0.33,0,8,284,3,.279,2.93,0,0,.271,MLB,103,2,0
1,2,American,0,117,1.26,16.9,2022,4.26,24,0,2,AL,6.1,2,mlb,3,3,11.37,.292,Houston Astros,.588,HOU,27,2.67,0,3,62.6,.---,2022-06-23T00:00:00,3,107,0,0,0,4,7.11,656786,.208,0,0,4.26,Houston,0,0,8,3,*.*,0,1,3.96,0,0,0,American League,6,5,0,8,2.67,0,0,0,1.0,0,0.00,0,3,67,0,.313,4.26,0,0,.296,MLB,103,2,0
1,1,American,2,117,0.85,15.6,2022,3.68,105,0,10,AL,29.1,3,mlb,13,38,9.82,.314,Houston Astros,.566,HOU,115,0.42,0,4,67.3,.250,2022-06-23T00:00:00,6,459,5,1,3,3,5.83,593576,.181,0,0,3.99,Houston,4,0,32,9,*.*,1,13,3.99,14,0,0,American League,32,19,0,16,5.33,1,3,0,1.0,1,0.61,1,13,309,1,.239,1.84,4,0,.252,MLB,103,6,1
1,4,American,1,117,1.17,15.7,2022,5.12,114,2,15,AL,31.2,0,mlb,11,41,5.97,.289,Houston Astros,.589,HOU,128,0.68,0,4,62.1,.600,2022-06-23T00:00:00,12,496,6,0,0,6,7.11,543606,.219,0,1,3.13,Houston,2,0,21,18,70.9,3,0,3.88,0,0,0,American League,7,25,0,28,1.75,0,2,7,1.0,0,0.28,2,15,308,3,.261,3.41,1,0,.299,MLB,103,3,1
1,1,American,1,117,1.13,13.0,2022,0.48,64,0,9,AL,18.2,2,mlb,5,18,7.23,.297,Houston Astros,.593,HOU,73,1.06,0,2,64.6,.500,2022-06-23T00:00:00,6,243,4,0,0,0,7.23,519151,.234,1,2,2.41,Houston,0,0,15,15,*.*,5,19,3.33,0,14,0,American League,20,15,0,19,2.50,1,1,0,1.0,16,0.48,0,6,157,1,.286,2.89,0,0,.296,MLB,103,1,0
