sport_id,league_short,hr,team_id,season,ab,hldr,league,sport_code,ao,slg,team_full,ops,team_abbrev,hbp,rbi,go_ao,hfly,lob,xbh,end_date,bb,np,hgnd,roe,sb,player_id,avg,sf,sac,wo,team_short,hpop,so,gidp_opp,gidp,ppa,d,tpa,league_full,g,h,ibb,go,team_seq,tb,cs,r,t,babip,obp,sport,league_id
1,National,0,112,2022,108,12,NL,mlb,22,.250,Chicago Cubs,.513,CHC,1,2,2.09,1,48,3,2022-06-23T00:00:00,5,443,11,0,1,663611,.222,0,1,0,Chi Cubs,0,17,20,4,3.85,3,115,National League,31,24,0,46,1.0,27,0,8,0,.264,.263,MLB,104
1,National,0,112,2022,0,0,NL,mlb,0,.---,Chicago Cubs,.000,CHC,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,621219,.---,0,0,0,Chi Cubs,0,0,0,0,-.--,0,0,National League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,104
1,National,5,112,2022,134,12,NL,mlb,24,.463,Chicago Cubs,.789,CHC,1,15,1.46,8,47,15,2022-06-23T00:00:00,13,595,15,0,7,666624,.261,2,1,1,Chi Cubs,0,43,16,1,3.94,8,151,National League,33,35,0,35,1.0,62,2,21,2,.341,.327,MLB,104
1,National,0,112,2022,0,0,NL,mlb,0,.---,Chicago Cubs,.000,CHC,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,596057,.---,0,0,0,Chi Cubs,0,0,0,0,-.--,0,0,National League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,104
1,National,3,112,2022,163,27,NL,mlb,48,.380,Chicago Cubs,.740,CHC,0,11,0.69,8,78,12,2022-06-23T00:00:00,24,754,9,0,4,542364,.270,2,1,0,Chi Cubs,0,41,24,3,3.97,9,190,National League,59,44,0,33,1.0,62,4,20,0,.339,.360,MLB,104
1,National,3,112,2022,110,9,NL,mlb,21,.336,Chicago Cubs,.651,CHC,1,18,1.19,4,42,6,2022-06-23T00:00:00,15,535,11,0,1,663845,.218,1,0,0,Chi Cubs,0,41,12,1,4.21,2,127,National League,43,24,1,25,1.0,37,0,14,1,.313,.315,MLB,104
1,National,0,112,2022,1,0,NL,mlb,0,.000,Chicago Cubs,.000,CHC,0,0,-.--,0,1,0,2022-06-23T00:00:00,0,6,0,0,0,502085,.000,0,0,0,Chi Cubs,0,1,0,0,6.00,0,1,National League,2,0,0,0,1.0,0,0,0,0,.---,.000,MLB,104
1,National,8,112,2022,228,26,NL,mlb,65,.386,Chicago Cubs,.668,CHC,0,33,0.95,11,110,18,2022-06-23T00:00:00,15,949,17,1,0,643524,.237,2,0,0,Chi Cubs,0,49,27,6,3.87,10,245,National League,62,54,1,62,1.0,88,0,21,0,.266,.282,MLB,104
1,National,0,112,2022,64,2,NL,mlb,16,.188,Chicago Cubs,.400,CHC,0,7,1.69,0,41,0,2022-06-23T00:00:00,2,227,10,0,3,592743,.188,0,2,0,Chi Cubs,0,11,20,5,3.34,0,68,National League,25,12,0,27,1.0,12,0,6,0,.226,.212,MLB,104
1,National,4,112,2022,139,14,NL,mlb,36,.432,Chicago Cubs,.775,CHC,1,21,0.61,10,61,17,2022-06-23T00:00:00,21,714,9,3,3,673548,.245,2,0,0,Chi Cubs,1,49,28,3,4.38,12,163,National League,41,34,2,22,1.0,60,2,20,1,.341,.344,MLB,104
1,National,0,112,2022,10,1,NL,mlb,3,.300,Chicago Cubs,.717,CHC,0,0,0.33,0,5,0,2022-06-23T00:00:00,2,52,2,0,0,676369,.300,0,0,0,Chi Cubs,0,3,1,0,4.33,0,12,National League,5,3,0,1,1.0,3,0,1,0,.429,.417,MLB,104
1,National,2,112,2022,150,14,NL,mlb,27,.333,Chicago Cubs,.605,CHC,0,15,1.85,6,49,10,2022-06-23T00:00:00,10,645,14,3,6,542340,.227,2,0,0,Chi Cubs,0,41,21,2,3.98,6,162,National League,45,34,0,50,1.0,50,0,18,2,.294,.272,MLB,104
1,National,14,112,2022,229,21,NL,mlb,51,.472,Chicago Cubs,.787,CHC,3,36,0.73,17,129,28,2022-06-23T00:00:00,27,1103,12,0,2,621550,.227,1,0,0,Chi Cubs,2,90,23,5,4.24,14,260,National League,65,52,1,37,1.0,108,3,35,0,.302,.315,MLB,104
1,American,9,145,2022,248,30,AL,mlb,62,.431,Chicago White Sox,.795,CWS,3,32,1.23,14,114,24,2022-06-23T00:00:00,37,1241,20,2,0,547989,.262,1,0,0,Chi White Sox,1,46,35,7,4.29,15,289,American League,65,65,0,76,1.0,107,0,37,0,.289,.363,MLB,103
1,American,5,145,2022,173,30,AL,mlb,33,.497,Chicago White Sox,.894,CWS,4,19,1.76,7,52,14,2022-06-23T00:00:00,7,569,25,0,8,641313,.358,0,0,0,Chi White Sox,0,20,21,5,3.09,9,184,American League,42,62,1,58,1.0,86,0,27,0,.385,.397,MLB,103
1,American,0,145,2022,0,0,AL,mlb,0,.---,Chicago White Sox,.000,CWS,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,607481,.---,0,0,0,Chi White Sox,0,0,0,0,-.--,0,0,American League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,103
1,American,8,145,2022,153,12,AL,mlb,33,.477,Chicago White Sox,.790,CWS,2,25,0.91,12,71,16,2022-06-23T00:00:00,10,624,15,0,0,669394,.261,1,1,1,Chi White Sox,1,52,20,6,3.74,7,167,American League,44,40,1,30,1.0,73,0,20,1,.340,.313,MLB,103
1,American,1,145,2022,146,20,AL,mlb,38,.349,Chicago White Sox,.647,CWS,2,10,0.76,4,71,13,2022-06-23T00:00:00,10,627,11,2,9,641553,.240,0,0,0,Chi White Sox,0,44,26,1,3.97,11,158,American League,56,35,1,29,1.0,51,1,18,1,.337,.297,MLB,103
1,American,0,145,2022,0,0,AL,mlb,0,.---,Chicago White Sox,.000,CWS,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,641582,.---,0,0,0,Chi White Sox,0,0,0,0,-.--,0,0,American League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,103
1,American,2,145,2022,164,9,AL,mlb,48,.256,Chicago White Sox,.456,CWS,1,12,1.06,7,73,7,2022-06-23T00:00:00,2,607,15,1,1,544725,.189,3,1,0,Chi White Sox,0,38,20,3,3.55,5,171,American League,48,31,0,51,1.0,42,0,18,0,.228,.200,MLB,103
1,American,2,145,2022,173,18,AL,mlb,53,.237,Chicago White Sox,.531,CWS,0,15,0.83,2,76,5,2022-06-23T00:00:00,27,842,12,1,1,518735,.185,1,0,0,Chi White Sox,0,45,21,4,4.19,3,201,American League,50,32,1,44,1.0,41,0,6,0,.236,.294,MLB,103
1,American,0,145,2022,0,0,AL,mlb,0,.---,Chicago White Sox,.000,CWS,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,608665,.---,0,0,0,Chi White Sox,0,0,0,0,-.--,0,0,American League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,103
1,American,1,145,2022,143,17,AL,mlb,44,.322,Chicago White Sox,.611,CWS,8,9,1.05,6,74,11,2022-06-23T00:00:00,7,592,8,0,1,543281,.217,1,1,1,Chi White Sox,0,24,23,5,3.70,8,160,American League,47,31,0,46,1.0,46,0,22,2,.252,.289,MLB,103
1,American,0,145,2022,18,2,AL,mlb,0,.222,Chicago White Sox,.522,CWS,0,1,*.**,0,7,0,2022-06-23T00:00:00,2,75,2,2,0,656514,.222,0,1,0,Chi White Sox,0,6,2,0,3.57,0,21,American League,8,4,0,9,1.0,4,0,1,0,.333,.300,MLB,103
1,American,0,145,2022,0,0,AL,mlb,0,.---,Chicago White Sox,.000,CWS,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,521230,.---,0,0,0,Chi White Sox,0,0,0,0,-.--,0,0,American League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,103
1,American,1,145,2022,36,1,AL,mlb,6,.333,Chicago White Sox,.590,CWS,0,7,2.17,2,8,2,2022-06-23T00:00:00,2,152,5,0,0,650391,.222,1,0,0,Chi White Sox,0,10,4,0,3.90,1,39,American League,11,8,0,13,1.0,12,0,2,0,.269,.256,MLB,103
1,American,0,145,2022,0,0,AL,mlb,0,.---,Chicago White Sox,.000,CWS,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,625643,.---,0,0,0,Chi White Sox,0,0,0,0,-.--,0,0,American League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,103
1,American,0,145,2022,118,14,AL,mlb,38,.297,Chicago White Sox,.578,CWS,2,10,0.92,3,44,7,2022-06-23T00:00:00,6,456,10,1,0,624512,.237,2,4,0,Chi White Sox,1,23,24,2,3.45,7,132,American League,41,28,0,35,1.0,35,0,12,0,.289,.281,MLB,103
1,American,3,145,2022,97,12,AL,mlb,24,.443,Chicago White Sox,.786,CWS,1,15,0.96,5,43,8,2022-06-23T00:00:00,7,422,11,0,1,664901,.289,0,1,0,Chi White Sox,0,23,18,2,3.98,4,106,American League,31,28,0,23,1.0,43,0,22,1,.352,.343,MLB,103
1,American,3,145,2022,106,11,AL,mlb,24,.292,Chicago White Sox,.523,CWS,1,12,1.33,4,54,6,2022-06-23T00:00:00,6,446,4,1,0,660162,.179,0,0,0,Chi White Sox,0,31,20,1,3.95,3,113,American League,29,19,1,32,1.0,31,0,8,0,.222,.230,MLB,103
1,American,4,145,2022,189,28,AL,mlb,50,.397,Chicago White Sox,.690,CWS,1,23,1.06,9,93,17,2022-06-23T00:00:00,9,739,12,2,1,572041,.259,2,0,0,Chi White Sox,0,39,36,3,3.68,12,201,American League,51,49,0,53,1.0,75,0,26,1,.304,.294,MLB,103
1,American,7,145,2022,223,29,AL,mlb,52,.430,Chicago White Sox,.762,CWS,3,36,1.21,9,102,15,2022-06-23T00:00:00,8,770,29,1,11,673357,.300,1,0,1,Chi White Sox,0,42,44,3,3.28,8,235,American League,53,67,1,63,1.0,96,1,32,0,.343,.332,MLB,103
1,American,0,145,2022,0,0,AL,mlb,0,.---,Chicago White Sox,.000,CWS,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,644429,.---,0,0,0,Chi White Sox,0,0,0,0,-.--,0,0,American League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,103
1,American,4,145,2022,137,12,AL,mlb,48,.328,Chicago White Sox,.597,CWS,1,10,0.56,4,69,9,2022-06-23T00:00:00,11,634,12,0,0,657757,.204,0,0,0,Chi White Sox,0,34,19,5,4.26,5,149,American League,44,28,0,27,1.0,45,0,9,0,.242,.268,MLB,103
1,American,7,145,2022,192,27,AL,mlb,48,.505,Chicago White Sox,.887,CWS,3,31,1.02,12,58,19,2022-06-23T00:00:00,14,854,25,1,0,683734,.333,3,0,0,Chi White Sox,0,34,37,4,4.03,12,212,American League,50,64,0,49,1.0,97,0,23,0,.370,.382,MLB,103
1,American,1,145,2022,21,3,AL,mlb,6,.476,Chicago White Sox,.781,CWS,0,4,0.33,1,16,2,2022-06-23T00:00:00,1,94,2,0,0,664874,.286,1,0,0,Chi White Sox,0,8,5,0,4.09,1,23,American League,7,6,0,2,1.0,10,0,4,0,.385,.304,MLB,103
1,National,5,113,2022,115,16,NL,mlb,30,.478,Cincinnati Reds,.781,CIN,0,22,1.20,6,51,11,2022-06-23T00:00:00,3,423,10,2,2,546991,.287,1,1,0,Cincinnati,1,18,25,5,3.53,5,120,National League,34,33,0,36,1.0,55,2,15,1,.301,.303,MLB,104
1,National,3,113,2022,87,6,NL,mlb,15,.322,Cincinnati Reds,.522,CIN,0,7,1.07,4,43,7,2022-06-23T00:00:00,3,394,4,0,2,606157,.172,0,0,0,Cincinnati,1,41,9,0,4.38,4,90,National League,31,15,0,16,1.0,28,1,10,0,.279,.200,MLB,104
1,National,0,113,2022,3,0,NL,mlb,0,.000,Cincinnati Reds,.000,CIN,0,0,*.**,0,0,0,2022-06-23T00:00:00,0,15,0,0,0,669008,.000,0,0,0,Cincinnati,0,2,0,0,5.00,0,3,National League,1,0,0,1,1.0,0,0,0,0,.000,.000,MLB,104
1,National,14,113,2022,221,28,NL,mlb,57,.511,Cincinnati Reds,.841,CIN,3,35,0.95,15,71,26,2022-06-23T00:00:00,18,994,15,1,1,592273,.267,1,0,0,Cincinnati,1,52,35,4,4.09,12,243,National League,59,59,0,54,1.0,113,2,42,0,.288,.329,MLB,104
1,American,0,136,2022,3,0,AL,mlb,0,.000,Seattle Mariners,.000,SEA,0,0,*.**,0,0,0,2022-05-14T00:00:00,0,14,0,0,0,656413,.000,0,0,0,Seattle,0,2,0,0,4.67,0,3,American League,3,0,0,1,1.0,0,0,0,0,.000,.000,MLB,103
1,National,0,137,2022,8,0,NL,mlb,3,.000,San Francisco Giants,.000,SF,0,0,0.67,0,8,0,2022-06-11T00:00:00,0,31,0,0,0,656413,.000,0,0,0,San Francisco,0,3,0,0,3.88,0,8,National League,5,0,0,2,2.0,0,0,1,0,.000,.000,MLB,104
1,National,5,113,2022,210,31,NL,mlb,58,.433,Cincinnati Reds,.777,CIN,6,38,1.09,10,87,21,2022-06-23T00:00:00,14,846,19,1,4,571657,.286,3,1,0,Cincinnati,0,33,30,10,3.62,16,234,National League,59,60,0,63,1.0,91,1,26,0,.314,.343,MLB,104
1,National,0,113,2022,90,10,NL,mlb,35,.289,Cincinnati Reds,.539,CIN,2,7,0.63,2,31,6,2022-06-23T00:00:00,5,388,6,0,5,670770,.200,3,0,0,Cincinnati,0,18,13,2,3.88,4,100,National League,29,18,0,22,1.0,26,0,13,2,.240,.250,MLB,104
1,National,1,113,2022,87,8,NL,mlb,30,.218,Cincinnati Reds,.416,CIN,1,2,0.63,2,35,3,2022-06-23T00:00:00,3,359,4,0,0,605244,.161,0,1,0,Cincinnati,0,25,18,4,3.90,2,92,National League,36,14,0,19,1.0,19,0,5,0,.213,.198,MLB,104
1,National,0,113,2022,0,0,NL,mlb,0,.---,Cincinnati Reds,.000,CIN,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,656546,.---,0,0,0,Cincinnati,0,0,0,0,-.--,0,0,National League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,104
1,National,1,113,2022,72,6,NL,mlb,21,.319,Cincinnati Reds,.605,CIN,3,6,0.76,2,22,4,2022-06-23T00:00:00,2,304,9,1,0,663697,.236,0,0,0,Cincinnati,0,18,3,1,3.95,3,77,National League,18,17,0,16,1.0,23,2,6,0,.302,.286,MLB,104
1,National,0,113,2022,11,1,NL,mlb,2,.182,Cincinnati Reds,.273,CIN,0,1,1.50,0,8,1,2022-06-23T00:00:00,0,40,0,0,0,656627,.091,0,0,0,Cincinnati,0,5,2,1,3.64,1,11,National League,6,1,0,3,1.0,2,0,0,0,.167,.091,MLB,104
1,National,0,113,2022,0,0,NL,mlb,0,.---,Cincinnati Reds,.000,CIN,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,669270,.---,0,0,0,Cincinnati,0,0,0,0,-.--,0,0,National League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,104
1,National,0,113,2022,61,11,NL,mlb,17,.279,Cincinnati Reds,.612,CIN,2,1,1.12,0,23,2,2022-06-23T00:00:00,6,256,4,0,2,664670,.246,0,0,0,Cincinnati,0,10,9,0,3.71,2,69,National League,30,15,0,19,1.0,17,1,6,0,.294,.333,MLB,104
1,National,4,113,2022,100,9,NL,mlb,23,.360,Cincinnati Reds,.659,CIN,0,22,1.39,6,49,7,2022-06-23T00:00:00,14,484,6,0,0,592567,.210,3,0,0,Cincinnati,0,27,20,3,4.14,3,117,National League,37,21,0,32,1.0,36,0,8,0,.236,.299,MLB,104
1,National,0,113,2022,0,0,NL,mlb,0,.---,Cincinnati Reds,.000,CIN,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,664294,.---,0,0,0,Cincinnati,0,0,0,0,-.--,0,0,National League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,104
1,National,3,113,2022,155,17,NL,mlb,53,.310,Cincinnati Reds,.625,CIN,5,14,0.66,6,61,9,2022-06-23T00:00:00,19,731,10,0,2,519058,.213,2,0,0,Cincinnati,0,36,23,4,4.04,6,181,National League,47,33,0,35,1.0,48,0,19,0,.254,.315,MLB,104
1,National,5,113,2022,137,15,NL,mlb,35,.460,Cincinnati Reds,.775,CIN,2,22,0.89,11,46,17,2022-06-23T00:00:00,10,532,8,0,3,571980,.255,0,1,0,Cincinnati,1,37,17,1,3.55,11,150,National League,39,35,1,31,1.0,63,1,22,1,.316,.315,MLB,104
1,National,0,113,2022,8,0,NL,mlb,1,.125,Cincinnati Reds,.347,CIN,1,0,2.00,0,5,0,2022-06-23T00:00:00,0,31,1,0,0,608360,.125,0,0,0,Cincinnati,0,4,0,0,3.44,0,9,National League,5,1,0,2,1.0,1,0,2,0,.250,.222,MLB,104
1,National,9,113,2022,216,23,NL,mlb,56,.417,Cincinnati Reds,.767,CIN,1,26,0.82,10,80,18,2022-06-23T00:00:00,34,1016,21,0,5,502054,.250,3,0,0,Cincinnati,0,63,34,9,4.00,9,254,National League,60,54,0,46,1.0,90,0,40,0,.306,.350,MLB,104
1,National,0,121,2022,0,0,NL,mlb,0,.---,New York Mets,.000,NYM,0,0,-.--,0,0,0,2022-04-24T00:00:00,0,0,0,0,0,608703,.---,0,0,0,NY Mets,0,0,0,0,-.--,0,0,National League,1,0,0,0,2.0,0,0,0,0,.---,.---,MLB,104
1,National,3,113,2022,128,17,NL,mlb,30,.375,Cincinnati Reds,.699,CIN,0,13,1.10,4,56,8,2022-06-23T00:00:00,13,556,12,0,4,608703,.258,1,0,0,Cincinnati,0,33,19,4,3.92,4,142,National League,44,33,0,33,1.0,48,0,17,1,.323,.324,MLB,104
1,National,0,113,2022,2,0,NL,mlb,0,.000,Cincinnati Reds,.000,CIN,0,0,*.**,0,0,0,2022-06-23T00:00:00,0,7,0,0,0,665665,.000,0,0,0,Cincinnati,0,1,0,0,3.50,0,2,National League,1,0,0,1,1.0,0,0,0,0,.000,.000,MLB,104
1,National,0,113,2022,4,1,NL,mlb,1,.250,Cincinnati Reds,.500,CIN,0,1,1.00,0,2,0,2022-06-23T00:00:00,0,10,0,0,0,621011,.250,0,0,0,Cincinnati,0,1,1,0,2.50,0,4,National League,4,1,0,1,1.0,1,0,0,0,.333,.250,MLB,104
1,National,1,113,2022,148,13,NL,mlb,45,.250,Cincinnati Reds,.511,CIN,2,8,0.89,5,51,5,2022-06-23T00:00:00,10,603,12,6,2,669222,.203,1,0,0,Cincinnati,0,34,22,4,3.63,4,166,National League,42,30,0,40,1.0,37,2,17,0,.254,.261,MLB,104
1,National,0,113,2022,4,1,NL,mlb,1,.500,Cincinnati Reds,.750,CIN,0,1,1.00,0,2,1,2022-06-23T00:00:00,0,16,0,0,0,456781,.250,0,0,0,Cincinnati,0,1,0,0,4.00,1,4,National League,1,1,0,1,1.0,2,0,1,0,.333,.250,MLB,104
1,National,5,113,2022,141,21,NL,mlb,30,.468,Cincinnati Reds,.829,CIN,2,31,0.93,8,62,13,2022-06-23T00:00:00,11,615,14,1,1,663886,.305,1,0,0,Cincinnati,0,41,23,3,3.97,8,155,National League,42,43,0,28,1.0,66,0,21,0,.396,.361,MLB,104
1,National,5,113,2022,177,20,NL,mlb,48,.367,Cincinnati Reds,.701,CIN,6,22,0.85,9,68,17,2022-06-23T00:00:00,27,828,8,0,0,458015,.209,0,0,0,Cincinnati,0,51,21,2,3.94,11,210,National League,52,37,0,41,1.0,65,0,18,1,.264,.333,MLB,104
1,American,0,114,2022,8,1,AL,mlb,0,.125,Cleveland Guardians,.250,CLE,0,1,*.**,0,2,0,2022-06-23T00:00:00,0,21,0,1,0,672356,.125,0,0,0,Cleveland,0,3,1,0,2.63,0,8,American League,2,1,0,4,1.0,1,0,2,0,.200,.125,MLB,103
1,American,0,114,2022,94,7,AL,mlb,29,.245,Cleveland Guardians,.524,CLE,2,5,1.03,3,45,3,2022-06-23T00:00:00,7,389,10,1,0,676391,.213,1,1,0,Cleveland,0,17,15,1,3.70,3,105,American League,39,20,0,30,1.0,23,1,11,0,.256,.279,MLB,103
1,American,7,114,2022,181,25,AL,mlb,42,.492,Cleveland Guardians,.834,CLE,2,33,1.07,9,72,18,2022-06-23T00:00:00,9,743,21,0,5,665926,.304,1,3,0,Cleveland,0,43,26,4,3.79,9,196,American League,55,55,1,45,1.0,89,1,22,2,.364,.342,MLB,103
1,American,2,114,2022,96,16,AL,mlb,16,.500,Cleveland Guardians,.863,CLE,1,13,1.81,3,35,12,2022-06-23T00:00:00,4,378,13,2,0,660757,.333,1,0,0,Cleveland,0,20,11,1,3.71,10,102,American League,24,32,0,29,1.0,48,0,12,0,.400,.363,MLB,103
1,American,5,114,2022,139,13,AL,mlb,47,.281,Cleveland Guardians,.506,CLE,2,15,0.74,5,53,6,2022-06-23T00:00:00,9,585,5,1,1,595978,.165,1,3,0,Cleveland,0,38,22,5,3.80,1,154,American League,47,23,0,35,1.0,39,0,13,0,.186,.225,MLB,103
1,American,1,114,2022,183,18,AL,mlb,63,.372,Cleveland Guardians,.737,CLE,3,17,0.89,8,74,11,2022-06-23T00:00:00,22,854,26,3,4,680757,.284,3,0,1,Cleveland,0,15,35,2,4.05,7,211,American League,53,52,1,56,1.0,68,2,27,3,.300,.365,MLB,103
1,American,0,114,2022,12,0,AL,mlb,3,.083,Cleveland Guardians,.350,CLE,0,0,1.33,0,7,0,2022-06-23T00:00:00,3,57,1,0,0,681526,.083,0,0,0,Cleveland,0,4,0,0,3.80,0,15,American League,6,1,0,4,1.0,1,0,0,0,.125,.267,MLB,103
1,American,0,114,2022,51,5,AL,mlb,16,.294,Cleveland Guardians,.589,CLE,0,5,0.63,1,22,5,2022-06-23T00:00:00,8,244,3,0,0,571912,.196,2,0,1,Cleveland,1,17,13,1,4.00,5,61,American League,22,10,0,10,1.0,15,0,8,0,.278,.295,MLB,103
1,American,4,114,2022,206,28,AL,mlb,63,.413,Cleveland Guardians,.726,CLE,2,32,0.79,8,83,23,2022-06-23T00:00:00,17,902,18,1,1,680911,.262,8,0,0,Cleveland,0,47,31,2,3.87,19,233,American League,58,54,1,50,1.0,85,0,33,0,.307,.313,MLB,103
1,American,8,114,2022,164,22,AL,mlb,43,.506,Cleveland Guardians,.850,CLE,2,38,1.07,12,70,21,2022-06-23T00:00:00,15,662,12,0,1,647304,.280,2,0,0,Cleveland,0,31,28,7,3.62,13,183,American League,45,46,1,46,1.0,83,0,21,0,.299,.344,MLB,103
1,American,0,114,2022,63,11,AL,mlb,18,.365,Cleveland Guardians,.679,CLE,0,10,1.00,1,27,5,2022-06-23T00:00:00,3,270,6,0,1,680700,.286,1,0,0,Cleveland,0,10,6,0,4.03,5,67,American League,27,18,0,18,1.0,23,0,3,0,.333,.313,MLB,103
1,American,16,114,2022,235,37,AL,mlb,97,.630,Cleveland Guardians,1.023,CLE,2,62,0.49,13,95,41,2022-06-23T00:00:00,34,1102,21,1,12,608070,.302,1,0,0,Cleveland,0,20,58,3,4.05,21,272,American League,62,71,5,48,1.0,148,3,44,4,.275,.393,MLB,103
1,American,4,114,2022,138,12,AL,mlb,25,.297,Cleveland Guardians,.550,CLE,1,14,1.04,5,68,6,2022-06-23T00:00:00,10,631,10,0,0,614177,.196,1,0,0,Cleveland,0,61,18,6,4.21,2,150,American League,36,27,0,26,1.0,41,0,10,0,.311,.253,MLB,103
1,American,2,114,2022,240,29,AL,mlb,58,.375,Cleveland Guardians,.681,CLE,0,18,1.40,3,91,16,2022-06-23T00:00:00,11,884,33,2,7,642708,.275,1,0,0,Cleveland,1,36,40,3,3.51,10,252,American League,58,66,0,81,1.0,90,1,34,4,.315,.306,MLB,103
1,American,0,114,2022,239,24,AL,mlb,72,.259,Cleveland Guardians,.559,CLE,0,7,1.06,3,89,12,2022-06-23T00:00:00,33,1134,21,3,11,664702,.205,2,0,0,Cleveland,1,44,35,0,4.14,11,274,American League,64,49,0,76,1.0,62,1,42,1,.249,.299,MLB,103
1,National,0,115,2022,0,0,NL,mlb,0,.---,Colorado Rockies,.000,COL,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,453268,.---,0,0,0,Colorado,0,0,0,0,-.--,0,0,National League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,104
1,National,11,115,2022,252,35,NL,mlb,64,.460,Colorado Rockies,.779,COL,2,38,1.23,18,97,25,2022-06-23T00:00:00,18,983,14,2,2,453568,.266,1,4,0,Colorado,0,47,58,4,3.55,12,277,National League,62,67,0,79,1.0,116,1,35,2,.287,.319,MLB,104
1,National,0,115,2022,3,0,NL,mlb,2,.000,Colorado Rockies,.400,COL,0,0,0.50,0,3,0,2022-06-23T00:00:00,2,21,0,0,0,656248,.000,0,0,0,Colorado,0,0,0,0,4.20,0,5,National League,2,0,0,1,1.0,0,0,1,0,.000,.400,MLB,104
1,National,0,115,2022,63,6,NL,mlb,14,.333,Colorado Rockies,.676,COL,1,4,1.36,4,34,4,2022-06-23T00:00:00,7,294,7,0,0,592178,.270,2,0,0,Colorado,0,15,11,1,4.03,4,73,National League,17,17,0,19,1.0,21,0,11,0,.340,.342,MLB,104
1,National,17,115,2022,270,33,NL,mlb,61,.559,Colorado Rockies,.906,COL,4,52,0.87,26,134,34,2022-06-23T00:00:00,17,1182,22,3,0,543068,.300,3,0,0,Colorado,0,78,50,10,4.01,15,295,National League,69,81,2,53,1.0,151,0,44,2,.360,.347,MLB,104
1,National,0,115,2022,176,34,NL,mlb,39,.386,Colorado Rockies,.771,COL,3,16,1.49,3,65,9,2022-06-23T00:00:00,14,758,21,3,0,602074,.330,2,0,0,Colorado,0,23,37,4,3.89,8,195,National League,56,58,0,58,1.0,68,3,27,1,.374,.385,MLB,104
1,National,4,115,2022,153,16,NL,mlb,39,.333,Colorado Rockies,.603,COL,0,18,1.28,7,79,10,2022-06-23T00:00:00,12,619,10,4,0,553869,.216,2,0,0,Colorado,0,33,19,5,3.71,6,167,National League,47,33,0,50,1.0,51,0,13,0,.246,.269,MLB,104
1,National,0,115,2022,0,0,NL,mlb,0,.---,Colorado Rockies,.000,COL,0,0,-.--,0,0,0,2022-06-23T00:00:00,0,0,0,0,0,656458,.---,0,0,0,Colorado,0,0,0,0,-.--,0,0,National League,1,0,0,0,1.0,0,0,0,0,.---,.---,MLB,104
1,National,7,115,2022,211,18,NL,mlb,43,.384,Colorado Rockies,.687,COL,3,34,1.26,9,84,13,2022-06-23T00:00:00,12,861,27,2,2,545341,.256,2,0,0,Colorado,0,62,27,4,3.78,6,228,National League,58,54,0,54,1.0,81,0,25,0,.326,.303,MLB,104
1,National,2,115,2022,79,7,NL,mlb,15,.380,Colorado Rockies,.694,COL,0,9,1.67,3,39,6,2022-06-23T00:00:00,10,361,8,0,2,641658,.228,0,2,0,Colorado,0,23,11,2,3.97,2,91,National League,31,18,0,25,1.0,30,1,15,2,.296,.315,MLB,104
1,National,2,115,2022,112,6,NL,mlb,34,.268,Colorado Rockies,.506,COL,0,12,0.82,4,63,7,2022-06-23T00:00:00,12,534,8,2,2,656541,.161,2,0,0,Colorado,0,34,26,2,4.24,4,126,National League,41,18,0,28,1.0,30,1,13,1,.205,.238,MLB,104
1,National,0,115,2022,204,29,NL,mlb,56,.377,Colorado Rockies,.726,COL,5,18,1.18,5,84,15,2022-06-23T00:00:00,9,785,28,2,2,578428,.304,0,0,0,Colorado,0,20,37,8,3.60,15,218,National League,56,62,0,66,1.0,77,2,20,0,.337,.349,MLB,104
