sport_id,bqs,hr,whip,pip,rs9,ab,qs,hldr,ip,ir,sport_code,er,ao,k9,slg,ops,tbf,go_ao,sho,hfly,spct,wpct,bb,np,hgnd,bk,team_count,sb,bq,h9,player_id,avg,sf,sac,era,wp,hpop,so,gidp_opp,pgs,gidp,gf,ppa,hld,sv,cg,g,h,ibb,go,kbb,irs,l,gs,svo,hr9,cs,r,s,w,babip,bb9,hb,pk,obp,sport,db,tr
1,37,50,1.35,18.2,3.81,1542,0,160,409.0,143,mlb,191,324,11.79,1.146,1.468,1767,1.05,0,62,62.1,.525,191,7447,137,1,1,46,104,7.92,598264,.233,11,7,4.20,42,1,536,174,"3,723.5",30,124,4.21,95,41,0,405,360,8,340,2.81,30,29,2,66,1.10,12,205,4623,32,.321,4.20,15,0,.322,MLB,66,3
1,7,21,1.18,16.1,5.01,597,0,63,161.2,69,mlb,64,182,8.96,1.116,1.406,666,0.71,0,30,66.5,.462,51,2601,44,2,2,4,23,7.74,518489,.233,14,1,3.56,6,2,161,65,"2,601.0",11,34,3.91,39,7,0,169,139,2,130,3.16,28,7,1,18,1.17,4,71,1730,6,.275,2.84,3,2,.290,MLB,28,1
1,5,5,1.89,21.0,1.66,90,0,11,21.2,4,mlb,19,26,10.80,1.178,1.565,106,0.50,0,9,60.4,.250,14,455,7,0,1,4,8,11.22,676710,.300,2,0,7.89,1,0,26,,151.7,0,3,4.29,0,0,0,11,27,1,13,1.86,2,3,3,0,2.08,0,20,275,1,.361,5.82,0,0,.387,MLB,5,0
1,1,6,1.42,17.6,5.59,147,0,19,38.2,14,mlb,18,38,7.45,1.156,1.509,170,1.05,0,7,61.6,1.000,17,682,12,0,2,2,8,8.84,641501,.259,1,0,4.19,0,0,32,11,682.0,4,9,4.01,2,0,0,32,38,1,40,1.88,4,0,1,0,1.40,1,19,420,4,.291,3.96,5,0,.353,MLB,4,0
1,18,17,1.46,18.2,3.24,448,0,50,116.2,55,mlb,62,116,9.72,1.161,1.504,520,0.86,0,26,61.6,.375,55,2118,38,1,3,13,47,8.87,656354,.257,7,2,4.78,5,1,126,27,"2,118.0",9,31,4.07,9,0,0,111,115,5,100,2.29,21,5,1,4,1.31,0,68,1305,3,.314,4.24,8,0,.344,MLB,24,5
1,56,38,1.38,18.4,3.48,1778,0,183,480.2,242,mlb,198,371,11.48,1.189,1.520,2114,1.16,0,55,61.1,.468,273,8853,147,1,6,24,180,7.26,518617,.218,19,7,3.71,34,3,613,251,*.*,40,103,4.19,166,15,0,558,388,19,432,2.25,76,25,0,39,0.71,12,231,5413,22,.305,5.11,37,3,.331,MLB,75,8
1,39,135,1.32,16.5,4.45,4740,98,592,1216.2,2,mlb,558,1193,7.61,1.092,1.410,5174,1.10,0,199,65.9,.492,346,20053,459,0,5,32,121,9.30,543135,.265,25,27,4.13,43,7,1029,602,94.1,111,5,3.88,5,0,1,232,1257,16,1313,2.97,0,67,213,1,1.00,15,592,13208,65,.312,2.56,35,15,.318,MLB,251,26
1,14,6,1.60,20.5,4.69,291,0,31,78.2,34,mlb,32,52,14.19,1.268,1.636,369,1.12,0,10,59.7,.500,65,1611,20,0,1,2,43,6.98,650382,.210,2,2,3.66,8,0,124,14,"1,611.0",2,7,4.37,18,0,0,84,61,1,58,1.91,10,3,1,4,0.69,2,37,962,3,.337,7.44,9,0,.368,MLB,15,0
1,0,1,9.00,45.0,0.00,2,0,0,0.1,0,mlb,3,1,0.00,2.000,2.750,4,0.00,0,1,33.3,.000,2,15,0,0,1,0,0,27.00,571771,.500,0,0,81.00,0,0,0,1,*.*,0,1,3.75,0,0,0,1,1,0,0,0.00,0,1,0,0,27.00,0,3,5,0,.000,54.00,0,0,.750,MLB,0,0
1,46,144,1.22,16.5,4.58,4412,82,470,1194.2,111,mlb,508,1254,9.30,1.134,1.443,5005,0.81,2,221,65.5,.579,460,19764,300,6,11,114,159,7.53,448179,.227,25,37,3.83,22,9,1235,508,95.0,82,13,3.95,24,0,4,337,1000,21,1016,2.68,23,56,208,2,1.08,35,540,12937,77,.280,3.47,71,17,.308,MLB,200,15
1,11,7,1.13,16.2,4.63,469,2,44,130.1,7,mlb,45,108,10.50,1.130,1.429,530,1.04,0,15,62.6,.500,46,2109,42,0,1,9,20,6.97,656557,.215,2,2,3.11,6,0,152,6,105.5,16,9,3.98,2,6,0,40,101,2,112,3.30,2,8,20,6,0.48,1,51,1320,8,.301,3.18,11,0,.299,MLB,16,1
1,22,105,1.36,17.5,4.84,2451,35,266,643.0,3,mlb,352,618,9.67,1.126,1.452,2760,0.90,0,139,64.2,.463,247,11221,215,3,2,37,61,8.75,601713,.255,22,18,4.93,39,5,691,260,95.9,51,10,4.07,2,2,2,139,625,4,557,2.80,1,43,117,2,1.47,17,368,7207,37,.310,3.46,21,2,.326,MLB,120,14
1,0,3,0.91,14.5,11.74,29,0,3,7.2,4,mlb,4,15,0.00,1.034,1.268,30,0.53,0,2,64.0,.---,1,111,1,0,3,0,0,7.04,608700,.207,0,0,4.70,0,0,0,3,*.*,1,7,3.70,0,0,0,7,6,0,8,0.00,2,0,0,0,3.52,0,4,71,0,.115,1.17,0,0,.233,MLB,1,0
1,34,56,1.27,17.0,3.36,1563,0,192,423.2,176,mlb,190,461,9.60,1.143,1.455,1786,0.69,0,67,63.8,.528,180,7188,99,5,4,28,94,7.63,570663,.230,16,11,4.04,18,1,452,189,"7,188.0",34,128,4.02,65,43,0,406,359,13,318,2.51,68,25,1,64,1.19,9,209,4587,28,.283,3.82,16,0,.313,MLB,83,7
1,7,11,1.34,17.0,4.42,287,0,28,77.1,61,mlb,26,64,9.19,1.157,1.476,332,1.30,0,10,60.3,.714,39,1315,26,0,1,0,21,7.56,617228,.226,4,0,3.03,11,1,79,,*.*,8,11,3.96,11,0,0,81,65,7,83,2.03,20,2,0,1,1.28,1,34,793,5,.269,4.54,2,0,.319,MLB,14,0
1,4,6,1.21,17.5,7.98,206,0,20,53.0,34,mlb,23,52,10.70,1.087,1.386,224,0.81,0,7,64.0,.800,14,926,22,0,2,0,16,8.49,670167,.243,1,0,3.91,2,1,63,19,*.*,3,8,4.13,13,2,0,51,50,1,42,4.50,11,1,0,4,1.02,0,24,593,4,.319,2.38,3,0,.299,MLB,12,0
1,0,1,1.67,14.3,21.00,10,0,1,3.0,0,mlb,2,4,0.00,1.200,1.617,12,0.75,0,1,62.8,.---,2,43,1,0,1,0,0,9.00,657756,.300,0,0,6.00,0,0,0,,43.0,2,0,3.58,0,0,0,1,3,0,3,0.00,0,0,1,0,3.00,0,2,27,0,.222,6.00,0,0,.417,MLB,1,0
1,19,38,1.20,16.6,4.62,1062,6,114,280.2,87,mlb,119,295,9.49,1.111,1.416,1180,0.79,0,58,66.5,.366,86,4652,78,1,3,12,72,8.05,621381,.236,4,8,3.82,11,1,296,134,186.1,17,21,3.94,37,3,0,183,251,9,232,3.44,22,26,25,9,1.22,6,126,3094,15,.291,2.76,20,0,.305,MLB,54,2
1,8,10,1.43,17.2,4.06,372,0,37,99.2,30,mlb,52,74,8.67,1.199,1.561,446,1.55,0,17,59.9,.600,50,1715,39,1,2,9,22,8.40,570488,.250,5,1,4.70,7,0,96,31,*.*,11,28,3.85,7,1,0,74,93,1,115,1.92,13,2,0,2,0.90,2,60,1027,3,.306,4.52,18,0,.362,MLB,13,1
1,18,136,1.31,16.4,5.05,4192,83,535,1091.2,8,mlb,489,1056,7.96,1.106,1.423,4637,1.09,2,164,64.8,.585,358,17882,376,2,4,44,80,8.87,608379,.257,32,28,4.03,33,1,965,530,92.7,89,4,3.86,2,0,2,214,1076,17,1155,2.70,6,49,193,1,1.12,16,528,11585,69,.301,2.95,27,6,.317,MLB,217,16
1,6,12,1.11,15.7,5.75,461,2,52,122.0,25,mlb,35,104,9.59,1.078,1.360,497,1.18,0,22,67.3,.667,28,1914,34,1,1,7,16,7.97,676477,.234,4,0,2.58,4,0,130,,212.7,8,14,3.85,14,3,0,59,108,2,123,4.64,6,5,9,7,0.89,3,43,1289,10,.297,2.07,4,1,.282,MLB,23,0
1,0,1,1.50,15.9,6.75,58,1,9,14.2,0,mlb,6,12,5.52,1.103,1.447,64,1.75,0,3,63.1,.667,5,233,5,0,1,2,1,10.43,670174,.293,1,0,3.68,0,0,9,,77.7,1,0,3.64,0,0,0,3,17,0,21,1.80,0,1,3,0,0.61,0,6,147,2,.327,3.07,0,0,.344,MLB,4,0
1,5,3,1.10,15.1,3.71,163,0,18,43.2,30,mlb,16,34,11.34,1.098,1.386,179,1.12,0,6,67.5,.500,8,661,16,1,1,4,11,8.24,664123,.245,3,1,3.30,1,0,55,,661.0,3,5,3.69,11,0,0,45,40,1,38,6.88,9,3,1,2,0.62,3,20,446,3,.343,1.65,3,1,.288,MLB,6,1
1,0,1,1.25,21.0,2.25,14,0,1,4.0,0,mlb,2,3,13.50,1.357,1.726,19,1.00,0,1,50.0,.000,3,84,0,0,1,0,0,4.50,659262,.143,0,0,4.50,0,0,6,,*.*,0,0,4.42,0,0,0,1,2,0,3,2.00,0,1,0,0,2.25,0,2,42,0,.143,6.75,2,0,.368,MLB,1,0
1,36,51,1.19,17.0,5.00,1536,0,174,423.0,188,mlb,162,403,10.64,1.139,1.441,1750,0.79,0,68,64.3,.592,175,7211,85,1,4,38,87,7.00,571710,.214,12,4,3.45,19,2,500,170,*.*,28,116,4.12,80,30,0,387,329,13,320,2.86,57,20,0,57,1.09,15,175,4635,29,.279,3.72,23,2,.302,MLB,65,8
1,0,0,1.00,8.0,0.00,4,0,1,1.0,0,mlb,0,1,0.00,1.000,1.250,4,2.00,0,0,62.5,.---,0,8,0,0,1,0,0,9.00,664023,.250,0,0,0.00,0,0,0,0,*.*,0,1,2.00,0,0,0,1,1,0,2,-.--,0,0,0,0,0.00,0,0,5,0,.250,0.00,0,0,.250,MLB,1,0
1,36,148,1.15,15.4,4.88,4895,116,599,1296.1,1,mlb,500,1226,7.37,1.085,1.379,5309,1.20,4,198,66.0,.582,290,19926,400,1,1,74,117,8.35,543294,.246,22,42,3.47,12,6,1062,507,91.0,102,0,3.75,0,0,6,220,1203,16,1468,3.66,0,61,219,0,1.03,31,536,13157,85,.285,2.01,57,24,.294,MLB,233,20
1,0,2,1.14,17.1,1.08,62,0,7,16.2,4,mlb,6,18,11.34,1.145,1.427,71,0.67,0,4,67.4,.---,6,285,2,0,1,0,4,7.02,676714,.210,2,0,3.24,1,0,21,,*.*,1,2,4.01,0,0,0,13,13,2,12,3.50,3,0,0,1,1.08,0,6,192,0,.268,3.24,1,0,.282,MLB,2,1
1,0,0,2.03,20.7,3.97,42,0,4,11.1,0,mlb,13,13,7.15,1.333,1.762,56,0.77,0,0,54.9,.000,12,235,7,0,1,2,0,8.74,668873,.262,1,0,10.32,3,0,9,,78.3,1,0,4.20,0,0,0,3,11,1,10,0.75,0,2,3,0,0.00,1,15,129,0,.324,9.53,1,0,.429,MLB,4,0
1,11,28,1.44,17.2,3.55,536,4,65,134.1,10,mlb,83,119,8.44,1.129,1.466,605,1.31,0,26,62.3,.333,53,2317,50,0,3,15,21,9.45,643410,.263,5,1,5.56,7,0,126,65,165.5,6,12,3.83,1,0,0,55,141,5,156,2.38,8,8,14,0,1.88,2,100,1443,4,.292,3.55,10,0,.338,MLB,21,4
1,1,0,7.50,49.5,0.00,4,0,2,0.2,0,mlb,5,0,13.50,1.750,2.464,7,*.**,0,0,48.5,.---,3,33,0,0,1,0,1,27.00,666622,.500,0,0,67.50,2,0,1,0,*.*,0,0,4.71,0,0,0,1,2,0,1,0.33,0,0,0,0,0.00,0,5,16,0,.667,40.50,0,0,.714,MLB,1,0
1,10,26,1.23,16.2,3.65,844,0,104,214.2,40,mlb,98,183,8.80,1.057,1.361,892,1.25,0,35,67.6,.286,33,3485,91,2,5,18,34,9.64,455119,.273,5,2,4.11,12,0,210,74,*.*,19,51,3.91,61,7,0,231,230,6,228,6.36,15,15,0,17,1.09,5,103,2355,6,.333,1.38,8,4,.304,MLB,37,2
1,50,175,1.38,16.6,5.18,6184,137,804,1600.0,2,mlb,735,1403,7.11,1.110,1.439,6864,1.39,2,257,62.3,.516,557,26501,575,7,8,32,185,9.26,489119,.266,36,46,4.13,55,11,1264,864,94.3,152,2,3.86,0,0,3,287,1647,10,1952,2.27,2,92,281,0,0.98,37,783,16519,98,.308,3.13,40,37,.329,MLB,341,28
1,19,39,1.32,16.0,4.58,973,10,114,253.1,7,mlb,136,218,7.50,1.108,1.437,1078,1.36,1,56,64.2,.462,78,4056,85,1,2,9,38,9.09,621219,.263,4,4,4.83,5,1,211,51,109.6,28,12,3.76,0,2,1,67,256,3,296,2.71,2,14,37,2,1.39,3,145,2605,12,.298,2.77,19,1,.329,MLB,57,1
1,33,83,1.40,17.4,4.97,2092,17,281,538.1,48,mlb,286,543,8.49,1.117,1.448,2337,0.95,0,106,62.1,.345,202,9366,163,1,4,41,90,9.25,596057,.264,16,10,4.78,17,3,508,243,111.5,37,27,4.01,10,1,0,191,553,4,514,2.51,18,38,84,4,1.39,18,310,5813,20,.310,3.38,15,6,.331,MLB,115,15
1,21,61,1.15,17.0,3.61,2560,0,243,701.1,232,mlb,225,564,11.95,1.128,1.414,2887,1.02,0,99,63.5,.621,283,11949,180,4,5,64,89,6.72,502085,.205,11,17,2.89,42,2,931,293,"11,949.0",28,291,4.14,149,145,0,696,524,30,574,3.29,74,33,1,184,0.78,14,240,7590,54,.293,3.63,15,3,.287,MLB,94,12
1,6,7,1.50,17.3,1.69,188,0,18,48.0,18,mlb,34,41,9.56,1.128,1.477,212,1.12,0,13,63.2,.000,19,832,22,0,1,4,11,9.94,621074,.282,3,0,6.37,4,0,51,,*.*,6,10,3.92,2,1,0,32,53,0,46,2.68,6,1,0,2,1.31,0,38,526,0,.346,3.56,2,0,.349,MLB,9,0
1,6,45,1.39,16.0,4.13,775,6,95,194.0,20,mlb,108,219,7.01,1.090,1.430,845,0.86,0,52,64.1,.333,49,3108,73,2,3,4,20,10.25,592716,.285,3,1,5.01,7,1,151,101,124.3,25,6,3.68,0,0,1,53,221,1,188,3.08,9,14,25,0,2.09,4,120,1992,7,.302,2.27,17,2,.340,MLB,48,7
1,0,4,3.00,14.0,0.00,17,0,4,3.0,0,mlb,6,8,0.00,1.059,1.559,18,0.13,0,4,69.0,.---,1,42,0,0,1,0,0,24.00,643524,.471,0,0,18.00,0,0,0,,*.*,0,3,2.33,0,0,0,3,8,0,1,0.00,0,0,0,0,12.00,0,6,29,0,.308,3.00,0,0,.500,MLB,0,0
1,0,0,6.00,25.0,0.00,6,0,2,1.0,0,mlb,5,3,0.00,1.500,2.167,9,0.00,0,1,52.0,.---,1,25,2,0,1,0,0,45.00,592743,.833,2,0,45.00,0,0,0,,*.*,0,1,2.78,0,0,0,1,5,0,0,0.00,0,0,0,0,0.00,0,5,13,0,.625,9.00,0,0,.667,MLB,1,0
1,28,146,1.28,17.2,4.68,3370,50,380,880.0,33,mlb,407,978,8.85,1.098,1.406,3701,0.74,1,200,64.5,.522,276,15120,261,1,7,88,105,8.65,592767,.251,25,16,4.16,43,5,865,335,105.7,53,12,4.09,23,3,1,226,846,9,722,3.13,6,44,143,7,1.49,36,435,9752,48,.294,2.82,12,25,.308,MLB,180,14
1,8,15,1.41,17.1,5.51,443,4,48,116.0,10,mlb,55,95,8.69,1.147,1.480,508,1.39,0,20,61.6,.400,56,1986,40,1,1,7,11,8.38,657006,.244,3,1,4.27,2,0,112,,90.3,12,2,3.91,1,0,0,33,108,2,132,2.00,3,9,22,0,1.16,1,61,1224,6,.292,4.34,5,0,.333,MLB,15,1
1,32,103,1.26,15.8,4.99,4117,98,480,1075.2,2,mlb,443,756,7.51,1.087,1.398,4477,1.90,1,134,63.8,.492,300,16969,439,5,3,59,96,8.87,573186,.257,22,12,3.71,41,7,898,500,93.2,121,1,3.79,0,1,3,188,1060,5,1437,2.99,1,65,182,1,0.86,27,493,10821,63,.305,2.51,24,4,.310,MLB,185,15
1,1,11,1.34,18.0,4.38,96,2,11,24.2,0,mlb,16,29,8.76,1.115,1.423,107,0.72,0,9,59.5,.250,10,444,3,0,1,2,2,8.39,664161,.240,1,0,5.84,1,0,24,,88.8,0,0,4.15,0,0,0,5,23,0,21,2.40,0,3,5,0,4.01,0,20,264,1,.194,3.65,0,0,.308,MLB,3,1
1,3,16,1.30,16.7,5.20,425,2,44,114.1,21,mlb,41,110,8.66,1.155,1.478,491,1.03,0,24,63.3,.667,52,1909,29,0,1,3,17,7.64,624522,.228,2,3,3.23,5,0,110,,136.4,13,7,3.89,1,1,0,48,97,1,113,2.12,10,5,14,2,1.26,3,45,1209,10,.269,4.09,8,0,.322,MLB,18,3
1,8,5,1.39,17.5,3.03,419,0,55,110.0,37,mlb,46,98,9.90,1.146,1.476,480,1.04,0,17,64.2,.375,50,1925,31,0,2,10,26,8.43,592858,.246,4,1,3.76,2,0,121,34,*.*,11,31,4.01,15,15,0,108,103,3,102,2.42,12,5,0,19,0.41,0,54,1235,3,.330,4.09,5,0,.331,MLB,23,3
1,5,4,1.23,17.8,4.91,111,0,13,29.1,6,mlb,12,29,7.67,1.108,1.401,123,1.14,0,6,67.9,.---,11,523,6,0,1,0,7,7.67,621383,.225,1,0,3.68,2,0,25,,*.*,1,5,4.25,1,0,0,18,25,0,33,2.27,3,0,0,0,1.23,2,17,355,0,.253,3.38,0,1,.293,MLB,1,0
1,34,13,1.24,16.9,3.87,749,0,64,204.2,115,mlb,71,89,9.76,1.144,1.454,857,3.16,0,16,61.2,.412,92,3456,82,1,1,14,86,7.12,607481,.216,3,2,3.12,17,0,222,90,*.*,30,26,4.03,69,4,0,216,162,6,281,2.41,37,10,0,15,0.57,5,85,2115,7,.288,4.05,11,3,.310,MLB,15,1
1,19,52,1.35,18.2,5.60,1402,21,158,371.0,0,mlb,167,339,11.13,1.144,1.466,1604,0.85,1,75,61.3,.563,173,6744,92,2,1,33,46,7.91,656302,.233,9,2,4.05,21,1,459,67,93.7,26,0,4.20,0,0,1,72,326,4,289,2.65,0,21,72,0,1.26,6,190,4135,27,.304,4.20,17,0,.322,MLB,61,7
1,18,15,1.32,18.2,3.94,679,0,74,187.1,58,mlb,74,191,9.66,1.203,1.535,817,0.81,0,21,62.1,.450,109,3416,42,2,3,24,46,6.68,605195,.205,4,3,3.56,22,2,201,82,*.*,14,47,4.18,39,2,0,194,139,5,155,1.84,15,11,0,12,0.72,5,88,2121,9,.266,5.24,22,2,.332,MLB,20,3
1,37,221,1.20,16.1,4.55,7796,192,951,2077.0,0,mlb,794,2031,7.55,1.106,1.412,8624,1.12,8,329,64.0,.576,597,33341,616,17,4,39,131,8.25,456501,.244,37,82,3.44,34,8,1743,1030,99.5,157,0,3.87,0,0,17,337,1904,20,2275,2.92,0,100,335,1,0.96,48,859,21323,136,.287,2.59,112,35,.306,MLB,387,43
1,8,16,1.24,17.4,5.46,364,0,51,95.2,45,mlb,50,112,9.60,1.104,1.406,402,0.60,0,19,64.3,.692,32,1663,17,1,1,4,22,8.18,641582,.239,3,1,4.70,2,0,102,12,831.5,7,27,4.14,9,1,0,90,87,0,67,3.19,19,4,2,3,1.51,1,54,1070,9,.285,3.01,2,0,.302,MLB,15,0
1,0,0,2.00,24.0,0.00,8,0,2,2.0,0,mlb,2,1,4.50,1.375,1.830,11,4.00,0,0,47.9,.000,2,48,0,0,1,0,0,9.00,544725,.250,0,0,9.00,1,0,1,0,*.*,0,1,4.36,0,0,0,2,2,0,4,0.50,0,1,0,0,0.00,0,2,23,0,.286,9.00,1,0,.455,MLB,1,0
1,24,116,1.23,16.7,4.90,2721,64,313,731.0,0,mlb,349,725,9.50,1.120,1.423,3047,0.86,3,148,63.8,.523,277,12198,153,1,2,50,72,7.62,608337,.227,17,4,4.30,39,5,772,266,96.0,60,1,4.00,0,0,5,129,619,5,626,2.79,0,42,127,0,1.43,14,370,7780,46,.272,3.41,28,4,.304,MLB,126,16
1,0,0,0.00,12.0,0.00,1,0,0,0.1,1,mlb,0,0,27.00,1.000,1.000,1,-.--,0,0,75.0,.---,0,4,0,0,1,0,0,0.00,663853,.000,0,0,0.00,0,0,1,,*.*,0,1,4.00,0,0,0,1,0,0,0,*.**,0,0,0,0,0.00,0,0,3,0,.---,0.00,0,0,.000,MLB,0,0
1,22,65,1.33,15.9,4.28,2127,39,275,551.1,21,mlb,248,466,6.40,1.098,1.423,2336,1.54,1,81,62.6,.477,169,8759,207,0,5,29,72,9.21,608665,.265,11,3,4.05,18,1,392,287,109.5,60,24,3.75,29,12,3,176,564,5,719,2.32,7,34,80,22,1.06,13,267,5486,31,.297,2.76,25,5,.325,MLB,100,10
1,0,1,1.50,18.0,0.00,5,0,0,1.1,2,mlb,2,3,6.75,1.200,1.533,6,0.00,0,1,54.2,.---,1,24,0,0,2,0,0,6.75,543281,.200,0,0,13.50,0,0,1,0,*.*,0,2,4.00,0,0,0,2,1,0,0,1.00,0,0,0,0,6.75,0,2,13,0,.000,6.75,0,0,.333,MLB,0,0
1,28,72,1.21,16.8,3.51,2365,10,291,613.0,190,mlb,263,633,9.92,1.082,1.379,2559,0.77,0,104,65.4,.467,150,10304,195,0,5,64,89,8.68,521230,.250,19,6,3.86,38,1,676,288,234.2,41,181,4.03,42,94,1,438,591,16,490,4.51,49,32,44,117,1.06,10,293,6737,28,.317,2.20,18,3,.297,MLB,107,14
1,47,65,1.37,16.9,5.10,2816,36,353,738.1,125,mlb,319,610,7.68,1.132,1.462,3189,1.48,0,92,61.7,.625,304,12484,258,1,4,36,148,8.62,523260,.251,25,8,3.89,40,4,630,466,156.1,73,64,3.91,68,6,0,374,707,10,903,2.07,37,30,80,23,0.79,13,350,7707,50,.299,3.71,36,7,.329,MLB,119,19
1,4,17,1.11,16.8,4.62,514,5,49,140.1,8,mlb,50,154,11.10,1.123,1.405,577,0.56,0,26,64.1,.500,51,2359,30,1,1,14,22,6.73,656629,.204,5,0,3.21,5,0,173,11,118.0,5,1,4.09,15,0,0,60,105,1,87,3.39,2,7,20,1,1.09,4,52,1513,7,.267,3.27,7,0,.282,MLB,17,5
1,0,5,1.43,18.2,1.88,111,0,17,28.2,3,mlb,14,41,7.53,1.144,1.483,127,0.46,0,6,62.0,.250,12,521,6,1,1,3,3,9.10,669424,.261,2,0,4.40,3,0,24,1,104.2,2,2,4.10,1,0,0,13,29,0,19,2.00,2,3,5,1,1.57,0,14,323,1,.286,3.77,2,0,.339,MLB,8,0
1,20,90,1.33,16.8,4.97,2220,42,270,579.2,12,mlb,293,726,7.79,1.119,1.440,2484,0.63,0,132,63.8,.466,210,9759,161,5,2,33,52,8.74,625643,.254,24,8,4.55,24,0,502,298,100.6,38,7,3.93,3,0,1,138,563,3,461,2.39,2,39,97,1,1.40,16,325,6225,34,.286,3.26,21,5,.321,MLB,124,12
1,43,154,1.27,17.1,4.98,6013,149,708,1593.0,6,mlb,619,1537,9.04,1.120,1.432,6733,0.98,2,225,62.6,.601,576,27268,506,0,5,63,115,8.19,458681,.241,32,44,3.50,51,10,1600,799,102.5,122,4,4.05,4,1,4,290,1449,20,1503,2.78,2,77,266,2,0.87,41,668,17071,116,.302,3.25,66,6,.313,MLB,284,41
1,0,6,1.96,20.8,2.16,98,0,11,25.0,11,mlb,19,27,9.72,1.255,1.678,123,0.63,0,7,57.0,.000,22,521,9,1,3,0,5,9.72,571917,.276,0,0,6.84,2,0,27,19,*.*,2,9,4.24,0,0,0,23,27,1,17,1.23,3,1,0,0,2.16,1,21,297,0,.323,7.92,3,0,.423,MLB,8,0
1,1,3,1.24,16.8,5.14,80,0,9,21.0,2,mlb,10,24,7.29,1.125,1.428,90,0.92,0,4,65.7,.333,7,353,6,0,1,2,4,8.14,663436,.238,1,1,4.29,1,0,17,,176.5,0,0,3.92,0,0,0,5,19,0,22,2.43,0,2,2,1,1.29,0,10,232,1,.262,3.00,1,0,.303,MLB,4,0
1,0,0,1.00,15.0,0.00,4,0,0,1.0,0,mlb,0,1,9.00,1.250,1.650,5,1.00,0,0,80.0,.---,0,15,1,0,1,0,0,9.00,664901,.250,0,0,0.00,0,0,1,,*.*,0,1,3.00,0,0,0,1,1,0,1,*.**,0,0,0,0,0.00,0,0,12,0,.333,0.00,1,0,.400,MLB,0,0
1,5,21,1.51,17.7,3.80,540,0,63,139.2,56,mlb,64,154,8.89,1.156,1.499,624,0.77,0,29,63.3,.222,72,2474,47,3,2,11,39,8.96,614179,.257,6,3,4.12,8,0,138,44,"2,474.0",10,53,3.96,14,0,0,138,139,3,118,1.92,27,7,1,3,1.35,4,71,1565,2,.305,4.64,2,1,.344,MLB,30,0
1,0,0,1.50,18.1,1.23,28,0,4,7.1,6,mlb,5,4,11.05,1.214,1.597,34,2.00,0,0,59.4,.---,4,133,3,0,1,0,0,8.59,644429,.250,0,0,6.14,2,0,9,,*.*,1,4,3.91,0,0,0,6,7,0,8,2.25,1,0,0,0,0.00,0,5,79,0,.368,4.91,2,0,.382,MLB,2,0
1,5,3,1.72,18.0,5.31,83,0,11,20.1,19,mlb,19,23,5.31,1.157,1.532,96,1.09,0,4,63.6,1.000,10,365,10,0,1,2,13,11.07,656986,.301,2,0,8.41,4,0,12,,*.*,1,2,3.80,5,1,0,25,25,1,25,1.20,6,0,0,2,1.33,1,20,232,3,.314,4.43,1,0,.375,MLB,4,0
1,29,118,1.38,17.6,4.82,2645,33,351,693.1,18,mlb,379,706,9.77,1.133,1.467,2997,0.77,1,137,63.9,.420,283,12176,186,2,4,26,82,8.79,592826,.256,13,23,4.92,24,3,753,292,90.2,49,11,4.06,2,0,1,167,677,8,545,2.66,5,47,135,0,1.53,23,400,7778,34,.313,3.67,32,6,.334,MLB,148,18
1,0,1,2.00,28.0,0.00,4,0,0,1.0,3,mlb,3,1,0.00,1.500,2.000,6,2.00,0,1,53.6,.---,1,28,0,0,1,0,0,9.00,546991,.250,0,0,27.00,0,0,0,,*.*,0,1,4.67,0,0,0,1,1,0,2,0.00,3,0,0,0,9.00,0,3,15,0,.000,9.00,1,0,.500,MLB,0,0
1,2,3,1.17,16.0,7.29,133,3,15,33.1,0,mlb,13,28,5.13,1.060,1.344,141,1.93,0,6,65.7,.750,7,533,10,0,1,1,7,8.64,668933,.241,0,0,3.51,5,1,19,,88.8,0,0,3.78,0,0,0,6,32,0,54,2.71,0,1,6,0,0.81,0,13,350,3,.261,1.89,1,0,.284,MLB,6,0
1,23,89,1.21,16.7,4.04,2818,69,271,758.1,0,mlb,313,522,9.72,1.120,1.422,3157,1.67,0,122,63.6,.442,277,12628,248,8,1,23,78,7.64,622491,.229,14,22,3.71,13,3,819,248,95.7,64,0,4.00,0,0,1,132,644,6,871,2.96,0,53,132,0,1.06,9,346,8032,42,.288,3.29,26,2,.302,MLB,142,11
1,14,54,1.27,15.8,4.20,1322,6,156,345.1,74,mlb,159,334,7.40,1.098,1.408,1451,1.15,0,51,63.8,.500,108,5453,121,1,2,15,45,8.63,570666,.250,6,4,4.14,16,3,284,150,272.7,27,49,3.76,15,4,0,180,331,2,383,2.63,25,15,20,5,1.41,7,179,3478,15,.280,2.81,10,1,.311,MLB,61,5
1,41,90,1.45,16.4,3.96,2863,33,367,733.2,87,mlb,370,772,5.95,1.126,1.472,3223,1.13,0,124,62.7,.370,267,12026,302,1,10,35,125,9.78,446321,.278,21,32,4.54,24,4,485,485,120.3,82,42,3.73,10,1,1,287,797,19,875,1.82,31,51,100,5,1.10,22,417,7544,30,.306,3.28,40,13,.346,MLB,164,11
